PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,City
-2.1439409543229777,3.425357846948046,-1.5131893660010594,2.2889127718253475,-2.4715656217027027,1.921854587905054,0.3852053629210869,0.43354799257961846,0.2588880145020217,1.0674673963614498,Durgapur
0.06336720083385589,0.8069813014027826,-1.2835242919290992,0.9539971845392415,-0.0885687100172247,-0.37819498409862273,0.3886702618048805,1.1139032176037316,-0.42558504155648696,-0.06448171623060324,Durgapur
-3.0141260247910364,1.563752258013005,-0.662057040529376,2.2597393059054327,-2.2777877496865013,3.5711268079075817,0.6298279215950704,0.6244688237480315,0.09466931729844093,1.2002201672838062,Durgapur
-2.950265223936795,1.8418760666334728,-0.771079380832419,2.1324555369696703,-2.0836707994249677,0.8683174281871185,-0.3758247874753337,0.8601174336648121,0.12126204722073428,1.3275054881550437,Durgapur
-1.9320827370653029,1.8990145911923375,-1.5598921473824658,2.1291397733475765,-2.3532001194093533,3.410320682845593,1.3801881664097182,0.8366071484980189,-0.12475391293698708,0.9926193658130884,Durgapur
-1.7841109194921276,2.2011327456954777,-1.7150277488999148,1.9915588064588536,-2.0369246446897393,0.038530572357499106,0.10850441605980501,1.0899355207293748,-0.09527975406066243,1.1157953328606285,Durgapur
-1.046488652830957,3.438842645265289,-1.35831693644556,0.9685660330261592,-0.0482169710164674,0.04096344971776996,-0.9968328026234113,0.04063972374720495,0.35801338292013707,0.3468607331958465,Durgapur
-0.996100006850671,3.390823420546226,-1.295328939672079,0.9772761719531944,0.06370608903362558,0.051442496452223756,-1.013975043370874,-0.0057948665949306664,0.3437681839426093,0.28517653925686404,Durgapur
-1.0150542657396509,3.5443429312854033,-1.2915182221929948,0.9817835478528196,0.03671952354324934,0.05913054742422694,-1.0107583626103396,0.014923369542380306,0.32970543619872056,0.3167366257334724,Durgapur
-0.9832683081938166,3.4828128776491223,-1.219587793812709,1.0336912940603569,0.07338339132160496,0.8493013899163593,-0.737300883958538,-0.09050176603557422,0.3044065690621104,0.23807849044818383,Durgapur
3.2007626424803677,1.758751164524177,-0.5247052238523819,-1.867784215016471,-1.7789950667896817,0.9372601683807004,-3.12768648658966,0.4661079286417238,-1.0927093348045205,-0.8026477079747276,Durgapur
2.259909334887869,1.5813352469906967,-0.5735044231518448,-0.26962766913465847,-0.40911322872631245,0.38651754571139785,-1.138771898751279,-0.07172103900220354,-0.8321806236335723,0.09074901838685921,Durgapur
2.328641832245675,1.3950795012268922,-0.4638415042910522,-0.23509368441821082,-0.2726657113218711,0.905163326598663,-0.9762995324104459,-0.1916412087459206,-0.851773675775504,-0.03542174954567873,Durgapur
2.3711289293601965,1.2546452935761514,-0.4481635519205809,-0.23212298138021129,-0.20212749816547912,0.9039712399974144,-0.9869363217842192,-0.2298442495951264,-0.8465538254471996,-0.08625136628334809,Durgapur
2.444691020401156,1.1686801439315821,-0.4565869502109388,-0.2571528859945709,-0.061114611337696356,0.2288452836249773,-1.2528066186128866,-0.22002704278465268,-0.8362216163036946,-0.11710986362611385,Durgapur
2.456103123589237,0.9737768782746696,-0.41680764717963753,-0.22618157530421243,-0.061051071852695316,0.901587066794917,-1.008209900531766,-0.30625033129353785,-0.8361141247905906,-0.18791059975868687,Durgapur
2.4985902207037576,0.8333426706239287,-0.40112969480916594,-0.22321087226621303,0.009487141303696708,0.9003949801936683,-1.0188466899055395,-0.3444533721427437,-0.8308942744622859,-0.23874021649635635,Durgapur
1.7647277576176184,-0.28567133364559644,-1.3254469761704746,-0.06927651619276087,-0.43109043603815145,0.13131971198854392,-1.5383141726039031,-0.3966865308999686,-0.07702416224952179,-1.0891227271590307,Durgapur
1.7691366313118655,-0.36334330198559767,-1.3565661262059434,-0.06877128888824274,-0.44812524028118444,0.15813862955786476,-1.5237786572571024,-0.4012204148025045,-0.0646812582210674,-1.0906701546270299,Durgapur
1.7782067540950783,-0.4328449116246734,-1.3913004788405365,-0.07246615273157848,-0.45458884347350886,0.08386746666150735,-1.5475281680285358,-0.39855126155608833,-0.051571500370332986,-1.0892219141857935,Durgapur
1.7841693774856475,-0.5077934270643665,-1.4236246964090467,-0.0733609558096783,-0.4680999140329719,0.07698969074226883,-1.5457543280544799,-0.40068413307564044,-0.038972978401118644,-1.0897707856840477,Durgapur
1.7808095026982846,-0.5990826599059107,-1.448718508779308,-0.06585557659207042,-0.5027533866938526,0.2722920757543868,-1.4674104358439555,-0.4172230788930961,-0.027908164076464372,-1.0963109930007728,Durgapur
0.025484420648268107,-0.5641377407174016,-2.596523640476502,0.9339132578699972,0.5608406985864132,-0.2900534143199962,-0.8762312057405968,-1.1347146374873351,-0.04559978332238812,-0.4005777813538647,Durgapur
0.29673413994798065,-0.7988959262382315,-3.0974977459274387,1.174449272412813,-0.04686772043284843,-0.2000494025529582,-0.3315393637354056,-0.7737692297843883,0.21454177597372664,-0.23450467976888215,Durgapur
2.5400825991897227,0.48352164713038304,-0.7121073996923432,-0.2522758868246434,-0.1061235308672944,0.2102535430525579,-1.2373695046810997,-0.27549489298465213,-0.7355906720011876,-0.1625355990047255,Durgapur
0.6284303468971869,1.508552961788952,-2.016187931939933,-1.3363147871612218,0.48688968841855895,3.069592152355395,1.7008353956548008,0.9955625676840891,-0.32651729535465995,-0.23871474559770173,Durgapur
