"Invoice Date","Capacity Rating","Energy Rating","Invoice Quantity","Sales Zone","Sales Location","Sales Channel","Sales Margin"
"4/15/2024","1.5","3","6","South","MDI","General Trade","15%"
"4/15/2024","1.5","3","10","South","MDI","General Trade","15%"
"4/15/2024","1.5","3","20","South","MDI","General Trade","15%"
"4/15/2024","1.5","3","10","South","MDI","General Trade","15%"
"4/15/2024","1.5","3","20","South","MDI","General Trade","15%"
"4/15/2024","1.5","3","12","South","MDI","General Trade","15%"
"4/15/2024","1.5","3","2","West","BHP","General Trade","15%"
"4/15/2024","1.5","3","10","West","BHP","General Trade","15%"
"4/15/2024","1.5","3","10","South","MDI","General Trade","15%"
"4/15/2024","1.5","3","4","South","MDI","General Trade","15%"
"4/15/2024","1.5","3","5","South","MDI","General Trade","15%"
"4/15/2024","1.5","3","10","West","PNE","General Trade","15%"
"4/15/2024","1.5","3","10","West","PNE","General Trade","15%"
"4/15/2024","1.5","3","20","West","PNE","General Trade","15%"
"4/15/2024","1.5","3","20","West","PNE","General Trade","15%"
"4/15/2024","1.5","3","20","West","PNE","General Trade","15%"
"4/15/2024","1.5","3","15","West","PNE","General Trade","15%"
"4/15/2024","1.5","3","20","West","PNE","General Trade","15%"
"4/15/2024","1.5","3","20","West","PNE","General Trade","15%"
"4/15/2024","1.5","3","20","West","PNE","General Trade","15%"
"4/16/2024","1.5","3","1","East","DGP","General Trade","15%"
"4/16/2024","1.5","3","5","East","DGP","General Trade","15%"
"4/16/2024","1.5","3","150","North","GRN","General Trade","15%"
"4/16/2024","1.5","3","5","North","JPR","General Trade","15%"
"4/16/2024","1.5","3","210","North","GZB","General Trade","15%"
"4/16/2024","1.5","3","2","West","PNE","General Trade","15%"
"4/16/2024","1.5","3","5","South","MDI","General Trade","15%"
"4/16/2024","1.5","3","3","South","MDI","General Trade","15%"
"4/16/2024","1.5","3","50","South","HBI","General Trade","15%"
"4/16/2024","1.5","3","50","South","HBI","General Trade","15%"
"4/16/2024","1.5","3","5","West","BHP","General Trade","15%"
"4/16/2024","1.5","3","5","West","BHP","General Trade","15%"
"4/16/2024","1.5","3","8","South","MDI","General Trade","15%"
"4/16/2024","1.5","3","5","South","MDI","General Trade","15%"
"4/16/2024","1.5","3","10","South","MDI","General Trade","15%"
"4/16/2024","1.5","3","5","South","MDI","General Trade","15%"
"4/16/2024","1.5","3","5","South","MDI","General Trade","15%"
"4/16/2024","1.5","3","5","South","MDI","General Trade","15%"
"4/16/2024","1.5","3","110","North","GRN","General Trade","15%"
"4/16/2024","1.5","3","150","East","DGP","General Trade","15%"
"4/16/2024","1.5","3","2","West","BHP","General Trade","15%"
"4/16/2024","1.5","3","20","South","HBI","General Trade","15%"
"4/16/2024","1.5","3","15","South","HBI","General Trade","15%"
"4/17/2024","1.5","3","100","South","MDI","General Trade","15%"
"4/17/2024","1.5","3","100","South","MDI","General Trade","15%"
"4/17/2024","1.5","3","19","East","DGP","General Trade","15%"
"4/17/2024","1.5","3","20","East","DGP","General Trade","15%"
"4/17/2024","1.5","3","5","East","DGP","General Trade","15%"
"4/17/2024","1.5","3","18","North","JMU","General Trade","15%"
"4/17/2024","1.5","3","150","South","KCI","General Trade","15%"
"4/17/2024","1.5","3","150","North","DLI","General Trade","15%"
"4/17/2024","1.5","3","125","North","GZB","General Trade","15%"
"4/17/2024","1.5","3","1","West","BHP","General Trade","15%"
"4/17/2024","1.5","3","1","West","BHP","General Trade","15%"
"4/17/2024","1.5","3","12","North","JMU","General Trade","15%"
"4/17/2024","1.5","3","20","North","GRN","General Trade","15%"
"4/17/2024","1.5","3","25","North","JMU","General Trade","15%"
"4/17/2024","1.5","3","25","North","JMU","General Trade","15%"
"4/17/2024","1.5","3","15","South","HBI","General Trade","15%"
"4/17/2024","1.5","3","100","South","HBI","Modern Trade","15%"
"4/17/2024","1.5","3","3","South","MDI","General Trade","15%"
"4/17/2024","1.5","3","10","South","MDI","General Trade","15%"
"4/17/2024","1.5","3","10","South","MDI","General Trade","15%"
"4/17/2024","1.5","3","8","South","MDI","General Trade","15%"
"4/17/2024","1.5","3","30","North","JMU","General Trade","15%"
"4/17/2024","1.5","3","5","South","MDI","General Trade","15%"
"4/17/2024","1.5","3","15","South","HBI","General Trade","15%"
"4/17/2024","1.5","3","7","North","JMU","General Trade","15%"
"4/17/2024","1.5","3","30","North","JMU","General Trade","15%"
"4/17/2024","1.5","3","5","South","MDI","General Trade","15%"
"4/17/2024","1.5","3","5","South","MDI","General Trade","15%"
"4/17/2024","1.5","3","7","South","MDI","General Trade","15%"
"4/17/2024","1.5","3","7","South","MDI","General Trade","15%"
"4/17/2024","1.5","3","10","South","MDI","General Trade","15%"
"4/17/2024","1.5","3","3","West","PNE","General Trade","15%"
"4/17/2024","1.5","3","2","West","PNE","General Trade","15%"
"4/17/2024","1.5","3","150","South","MDI","General Trade","15%"
"4/17/2024","1.5","3","5","West","BHP","General Trade","15%"
"4/17/2024","1.5","3","2","West","BHP","General Trade","15%"
"4/17/2024","1.5","3","3","North","LKW","General Trade","15%"
"4/17/2024","1.5","3","4","South","HBI","General Trade","15%"
"4/18/2024","1.5","3","10","West","PNE","General Trade","15%"
"4/18/2024","1.5","3","15","West","PNE","General Trade","15%"
"4/18/2024","1.5","3","1","South","HBI","General Trade","15%"
"4/18/2024","1.5","3","2","South","HBI","General Trade","15%"
"4/18/2024","1.5","3","5","South","HBI","General Trade","15%"
"4/18/2024","1.5","3","13","South","HBI","General Trade","15%"
"4/18/2024","1.5","3","2","South","HBI","General Trade","15%"
"4/18/2024","1.5","3","10","South","HBI","General Trade","15%"
"4/18/2024","1.5","3","3","South","HBI","General Trade","15%"
"4/18/2024","1.5","3","2","South","HBI","General Trade","15%"
"4/18/2024","1.5","3","2","South","HBI","General Trade","15%"
"4/18/2024","1.5","3","1","South","HBI","General Trade","15%"
"4/18/2024","1.5","3","50","West","BHP","General Trade","15%"
"4/18/2024","1.5","3","1","North","JPR","General Trade","15%"
"4/18/2024","1.5","3","5","North","JPR","General Trade","15%"
"4/18/2024","1.5","3","25","West","BHP","General Trade","15%"
"4/18/2024","1.5","3","10","North","JPR","General Trade","15%"
"4/18/2024","1.5","3","1","North","JPR","General Trade","15%"
"4/18/2024","1.5","3","100","West","BHP","General Trade","15%"
"4/18/2024","1.5","3","15","North","GRN","General Trade","15%"
"4/18/2024","1.5","3","20","North","DLI","General Trade","15%"
"4/18/2024","1.5","3","4","North","GRN","Modern Trade","15%"
"4/18/2024","1.5","3","3","South","HBI","General Trade","15%"
"4/18/2024","1.5","3","5","West","PNE","General Trade","15%"
"4/18/2024","1.5","3","20","West","PNE","General Trade","15%"
"4/18/2024","1.5","3","20","West","PNE","General Trade","15%"
"4/18/2024","1.5","3","20","West","PNE","General Trade","15%"
"4/18/2024","1.5","3","20","West","PNE","General Trade","15%"
"4/18/2024","1.5","3","20","West","PNE","General Trade","15%"
"4/18/2024","1.5","3","11","East","DGP","Modern Trade","15%"
"4/18/2024","1.5","3","34","East","DGP","Modern Trade","15%"
"4/18/2024","1.5","3","54","East","DGP","Modern Trade","15%"
"4/19/2024","1.5","3","2","South","HBI","General Trade","15%"
"4/19/2024","1.5","3","1","South","HBI","General Trade","15%"
"4/19/2024","1.5","3","2","South","HBI","General Trade","15%"
"4/19/2024","1.5","3","5","South","HBI","General Trade","15%"
"4/19/2024","1.5","3","1","South","HBI","General Trade","15%"
"4/19/2024","1.5","3","2","South","HBI","General Trade","15%"
"4/19/2024","1.5","3","2","South","HBI","General Trade","15%"
"4/19/2024","1.5","3","3","South","HBI","General Trade","15%"
"4/19/2024","1.5","3","2","South","HBI","General Trade","15%"
"4/19/2024","1.5","3","2","South","HBI","General Trade","15%"
"4/19/2024","1.5","3","10","South","HBI","General Trade","15%"
"4/19/2024","1.5","3","4","South","HBI","General Trade","15%"
"4/19/2024","1.5","3","1","South","HBI","General Trade","15%"
"4/19/2024","1.5","3","1","South","HBI","General Trade","15%"
"4/19/2024","1.5","3","20","North","DLI","General Trade","15%"
"4/19/2024","1.5","3","20","North","DLI","General Trade","15%"
"4/19/2024","1.5","3","10","North","DLI","General Trade","15%"
"4/19/2024","1.5","3","15","North","GRN","General Trade","15%"
"4/19/2024","1.5","3","3","West","BHP","General Trade","15%"
"4/19/2024","1.5","3","20","North","DLI","General Trade","15%"
"4/19/2024","1.5","3","100","North","GRN","General Trade","15%"
"4/19/2024","1.5","3","150","South","MDI","General Trade","15%"
"4/19/2024","1.5","3","2","North","GZB","Modern Trade","15%"
"4/19/2024","1.5","3","210","North","GZB","General Trade","15%"
"4/19/2024","1.5","3","200","North","GRN","General Trade","15%"
"4/19/2024","1.5","3","10","North","LKW","General Trade","15%"
"4/19/2024","1.5","3","7","North","DLI","General Trade","15%"
"4/19/2024","1.5","3","10","North","DLI","General Trade","15%"
"4/19/2024","1.5","3","25","North","GRN","General Trade","15%"
"4/19/2024","1.5","3","26","North","GRN","General Trade","15%"
"4/19/2024","1.5","3","20","North","GRN","General Trade","15%"
"4/19/2024","1.5","3","5","North","DLI","General Trade","15%"
"4/19/2024","1.5","3","6","North","DLI","General Trade","15%"
"4/19/2024","1.5","3","2","North","DLI","General Trade","15%"
"4/19/2024","1.5","3","5","West","BHP","General Trade","15%"
"4/19/2024","1.5","3","20","West","PNE","General Trade","15%"
"4/19/2024","1.5","3","5","West","PNE","General Trade","15%"
"4/19/2024","1.5","3","10","North","LKW","General Trade","15%"
"4/19/2024","1.5","3","16","West","PNE","General Trade","15%"
"4/19/2024","1.5","3","20","West","PNE","General Trade","15%"
"4/19/2024","1.5","3","10","West","PNE","General Trade","15%"
"4/20/2024","1.5","3","20","North","DLI","General Trade","15%"
"4/20/2024","1.5","3","20","North","DLI","General Trade","15%"
"4/20/2024","1.5","3","20","North","DLI","General Trade","15%"
"4/20/2024","1.5","3","20","North","DLI","General Trade","15%"
"4/20/2024","1.5","3","20","North","DLI","General Trade","15%"
"4/20/2024","1.5","3","20","North","DLI","General Trade","15%"
"4/20/2024","1.5","3","10","North","DLI","General Trade","15%"
"4/20/2024","1.5","3","20","North","DLI","General Trade","15%"
"4/20/2024","1.5","3","20","North","DLI","General Trade","15%"
"4/20/2024","1.5","3","20","North","DLI","General Trade","15%"
"4/20/2024","1.5","3","1","North","DLI","General Trade","15%"
"4/20/2024","1.5","3","9","North","DLI","General Trade","15%"
"4/20/2024","1.5","3","20","North","GRN","General Trade","15%"
"4/20/2024","1.5","3","5","South","MDI","General Trade","15%"
"4/20/2024","1.5","3","120","South","HBI","Modern Trade","15%"
"4/20/2024","1.5","3","30","South","HBI","Modern Trade","15%"
"4/20/2024","1.5","3","200","East","DGP","General Trade","15%"
"4/20/2024","1.5","3","200","East","DGP","General Trade","15%"
"4/20/2024","1.5","3","160","North","JMU","General Trade","15%"
"4/20/2024","1.5","3","160","North","JMU","General Trade","15%"
"4/20/2024","1.5","3","150","North","DLI","General Trade","15%"
"4/20/2024","1.5","3","70","East","DGP","General Trade","15%"
"4/20/2024","1.5","3","100","South","MDI","Modern Trade","15%"
"4/20/2024","1.5","3","90","South","MDI","Modern Trade","15%"
"4/20/2024","1.5","3","5","West","PNE","General Trade","15%"
"4/21/2024","1.5","3","20","North","LKW","General Trade","15%"
"4/21/2024","1.5","3","100","East","DGP","General Trade","15%"
"4/21/2024","1.5","3","100","South","KCI","Modern Trade","15%"
"4/22/2024","1.5","3","20","North","GZB","General Trade","15%"
"4/22/2024","1.5","3","20","North","GZB","General Trade","15%"
"4/22/2024","1.5","3","20","North","GZB","General Trade","15%"
"4/22/2024","1.5","3","20","North","GZB","General Trade","15%"
"4/22/2024","1.5","3","20","North","GZB","General Trade","15%"
"4/22/2024","1.5","3","10","North","GZB","General Trade","15%"
"4/22/2024","1.5","3","20","North","GZB","General Trade","15%"
"4/22/2024","1.5","3","10","North","DLI","General Trade","15%"
"4/22/2024","1.5","3","150","East","DGP","General Trade","15%"
"4/22/2024","1.5","3","150","East","DGP","General Trade","15%"
"4/22/2024","1.5","3","3","North","LKW","General Trade","15%"
"4/22/2024","1.5","3","2","North","GRN","General Trade","15%"
"4/22/2024","1.5","3","15","East","DGP","General Trade","15%"
"4/22/2024","1.5","3","11","North","GRN","Modern Trade","15%"
"4/22/2024","1.5","3","20","North","JPR","General Trade","15%"
"4/22/2024","1.5","3","1","East","DGP","General Trade","15%"
"4/22/2024","1.5","3","20","East","DGP","General Trade","15%"
"4/22/2024","1.5","3","10","East","DGP","General Trade","15%"
"4/22/2024","1.5","3","20","East","DGP","General Trade","15%"
"4/22/2024","1.5","3","20","East","DGP","General Trade","15%"
"4/22/2024","1.5","3","5","North","JPR","General Trade","15%"
"4/22/2024","1.5","3","5","North","JPR","General Trade","15%"
"4/22/2024","1.5","3","10","North","JPR","General Trade","15%"
"4/22/2024","1.5","3","20","North","JPR","General Trade","15%"
"4/22/2024","1.5","3","5","North","JPR","General Trade","15%"
"4/22/2024","1.5","3","20","North","JPR","General Trade","15%"
"4/22/2024","1.5","3","20","North","JPR","General Trade","15%"
"4/22/2024","1.5","3","10","North","JPR","General Trade","15%"
"4/22/2024","1.5","3","15","North","JPR","General Trade","15%"
"4/22/2024","1.5","3","6","North","JPR","General Trade","15%"
"4/22/2024","1.5","3","4","North","JPR","General Trade","15%"
"4/22/2024","1.5","3","5","North","JPR","General Trade","15%"
"4/22/2024","1.5","3","2","North","JPR","Modern Trade","15%"
"4/22/2024","1.5","3","3","North","JPR","Modern Trade","15%"
"4/23/2024","1.5","3","10","East","DGP","General Trade","15%"
"4/23/2024","1.5","3","10","North","JPR","General Trade","15%"
"4/23/2024","1.5","3","10","East","DGP","General Trade","15%"
"4/23/2024","1.5","3","15","North","JPR","General Trade","15%"
"4/23/2024","1.5","3","10","North","JPR","General Trade","15%"
"4/23/2024","1.5","3","15","North","GZB","General Trade","15%"
"4/23/2024","1.5","3","15","North","LKW","General Trade","15%"
"4/23/2024","1.5","3","75","North","JMU","General Trade","15%"
"4/23/2024","1.5","3","2","North","JPR","Modern Trade","15%"
"4/23/2024","1.5","3","2","North","JPR","Modern Trade","15%"
"4/23/2024","1.5","3","2","East","DGP","General Trade","15%"
"4/23/2024","1.5","3","150","North","GZB","General Trade","15%"
"4/23/2024","1.5","3","20","North","GZB","General Trade","15%"
"4/23/2024","1.5","3","20","North","GZB","General Trade","15%"
"4/23/2024","1.5","3","10","North","GZB","General Trade","15%"
"4/23/2024","1.5","3","5","East","DGP","General Trade","15%"
"4/23/2024","1.5","3","10","North","GRN","General Trade","15%"
"4/23/2024","1.5","3","3","North","GRN","General Trade","15%"
"4/23/2024","1.5","3","2","North","GRN","General Trade","15%"
"4/23/2024","1.5","3","6","North","GRN","General Trade","15%"
"4/23/2024","1.5","3","95","East","DGP","General Trade","15%"
"4/23/2024","1.5","3","5","South","MDI","General Trade","15%"
"4/23/2024","1.5","3","20","South","HBI","General Trade","15%"
"4/23/2024","1.5","3","5","South","HBI","General Trade","15%"
"4/23/2024","1.5","3","1","West","BHP","General Trade","15%"
"4/23/2024","1.5","3","12","West","BHP","General Trade","15%"
"4/24/2024","1.5","3","10","East","DGP","General Trade","15%"
"4/24/2024","1.5","3","10","East","DGP","General Trade","15%"
"4/24/2024","1.5","3","10","East","DGP","General Trade","15%"
"4/24/2024","1.5","3","10","East","DGP","General Trade","15%"
"4/24/2024","1.5","3","50","South","KCI","General Trade","15%"
"4/24/2024","1.5","3","20","North","JMU","Modern Trade","15%"
"4/24/2024","1.5","3","23","North","JMU","Modern Trade","15%"
"4/24/2024","1.5","3","20","North","GZB","General Trade","15%"
"4/24/2024","1.5","3","20","North","GZB","General Trade","15%"
"4/24/2024","1.5","3","12","North","JMU","General Trade","15%"
"4/24/2024","1.5","3","10","North","GZB","General Trade","15%"
"4/24/2024","1.5","3","20","East","DGP","General Trade","15%"
"4/24/2024","1.5","3","20","East","DGP","General Trade","15%"
"4/24/2024","1.5","3","20","East","DGP","General Trade","15%"
"4/24/2024","1.5","3","20","East","DGP","General Trade","15%"
"4/24/2024","1.5","3","20","East","DGP","General Trade","15%"
"4/24/2024","1.5","3","20","East","DGP","General Trade","15%"
"4/24/2024","1.5","3","20","East","DGP","General Trade","15%"
"4/24/2024","1.5","3","20","East","DGP","General Trade","15%"
"4/24/2024","1.5","3","20","North","JPR","General Trade","15%"
"4/24/2024","1.5","3","20","North","JPR","General Trade","15%"
"4/24/2024","1.5","3","10","North","JPR","General Trade","15%"
"4/24/2024","1.5","3","20","North","JPR","General Trade","15%"
"4/24/2024","1.5","3","10","North","JPR","General Trade","15%"
"4/24/2024","1.5","3","20","North","LKW","General Trade","15%"
"4/24/2024","1.5","3","20","North","LKW","General Trade","15%"
"4/24/2024","1.5","3","10","North","LKW","General Trade","15%"
"4/25/2024","1.5","3","3","South","HBI","General Trade","15%"
"4/25/2024","1.5","3","1","South","HBI","General Trade","15%"
"4/25/2024","1.5","3","20","North","JPR","General Trade","15%"
"4/25/2024","1.5","3","10","North","JPR","General Trade","15%"
"4/25/2024","1.5","3","20","East","DGP","General Trade","15%"
"4/25/2024","1.5","3","20","East","DGP","General Trade","15%"
"4/25/2024","1.5","3","10","East","DGP","General Trade","15%"
"4/25/2024","1.5","3","20","West","PNE","General Trade","15%"
"4/25/2024","1.5","3","10","West","PNE","General Trade","15%"
"4/25/2024","1.5","3","5","West","PNE","General Trade","15%"
"4/25/2024","1.5","3","150","North","JPR","General Trade","15%"
"4/25/2024","1.5","3","60","South","KCI","General Trade","15%"
"4/25/2024","1.5","3","50","East","DGP","General Trade","15%"
"4/25/2024","1.5","3","1","North","GZB","General Trade","15%"
"4/25/2024","1.5","3","1","North","GZB","General Trade","15%"
"4/25/2024","1.5","3","1","North","GZB","General Trade","15%"
"4/25/2024","1.5","3","20","North","JPR","General Trade","15%"
"4/25/2024","1.5","3","20","East","DGP","General Trade","15%"
"4/25/2024","1.5","3","20","East","DGP","General Trade","15%"
"4/25/2024","1.5","3","10","East","DGP","General Trade","15%"
"4/25/2024","1.5","3","10","East","DGP","General Trade","15%"
"4/25/2024","1.5","3","1","West","PNE","General Trade","15%"
"4/25/2024","1.5","3","5","West","PNE","General Trade","15%"
"4/25/2024","1.5","3","20","West","PNE","General Trade","15%"
"4/25/2024","1.5","3","5","West","PNE","General Trade","15%"
"4/25/2024","1.5","3","18","East","DGP","General Trade","15%"
"4/26/2024","1.5","3","180","South","KCI","Modern Trade","15%"
"4/26/2024","1.5","3","200","North","DLI","General Trade","15%"
"4/26/2024","1.5","3","200","North","DLI","General Trade","15%"
"4/26/2024","1.5","3","200","North","DLI","General Trade","15%"
"4/26/2024","1.5","3","200","North","GRN","General Trade","15%"
"4/26/2024","1.5","3","80","South","KCI","General Trade","15%"
"4/26/2024","1.5","3","120","North","GRN","General Trade","15%"
"4/26/2024","1.5","3","80","North","GRN","General Trade","15%"
"4/26/2024","1.5","3","70","South","KCI","General Trade","15%"
"4/26/2024","1.5","3","100","East","DGP","General Trade","15%"
"4/26/2024","1.5","3","2","North","JPR","Modern Trade","15%"
"4/26/2024","1.5","3","10","North","JPR","General Trade","15%"
"4/26/2024","1.5","3","3","West","PNE","General Trade","15%"
"4/26/2024","1.5","3","20","West","PNE","General Trade","15%"
"4/26/2024","1.5","3","10","West","PNE","General Trade","15%"
"4/26/2024","1.5","3","10","East","DGP","General Trade","15%"
"4/27/2024","1.5","3","10","East","DGP","General Trade","15%"
"4/27/2024","1.5","3","9","East","DGP","General Trade","15%"
"4/27/2024","1.5","3","200","North","DLI","General Trade","15%"
"4/27/2024","1.5","3","120","North","GRN","General Trade","15%"
"4/27/2024","1.5","3","80","North","GRN","General Trade","15%"
"4/27/2024","1.5","3","10","North","JPR","General Trade","15%"
"4/27/2024","1.5","3","200","East","DGP","General Trade","15%"
"4/27/2024","1.5","3","10","North","JPR","General Trade","15%"
"4/27/2024","1.5","3","16","East","DGP","General Trade","15%"
"4/27/2024","1.5","3","30","South","KCI","General Trade","15%"
"4/27/2024","1.5","3","4","North","JPR","General Trade","15%"
"4/27/2024","1.5","3","3","North","GRN","Modern Trade","15%"
"4/27/2024","1.5","3","50","South","KCI","General Trade","15%"
"4/27/2024","1.5","3","30","South","KCI","General Trade","15%"
"4/27/2024","1.5","3","12","East","DGP","General Trade","15%"
"4/27/2024","1.5","3","13","East","DGP","General Trade","15%"
"4/28/2024","1.5","3","50","South","KCI","General Trade","15%"
"4/28/2024","1.5","3","120","North","GRN","General Trade","15%"
"4/28/2024","1.5","3","30","North","GRN","General Trade","15%"
"4/28/2024","1.5","3","130","North","GZB","General Trade","15%"
"4/28/2024","1.5","3","200","North","DLI","General Trade","15%"
"4/28/2024","1.5","3","150","North","GRN","General Trade","15%"
"4/28/2024","1.5","3","1","West","PNE","General Trade","15%"
"4/28/2024","1.5","3","10","East","DGP","General Trade","15%"
"4/29/2024","1.5","3","135","North","GZB","General Trade","15%"
"4/29/2024","1.5","3","1","North","JMU","Modern Trade","15%"
"4/29/2024","1.5","3","5","North","JMU","Modern Trade","15%"
"4/29/2024","1.5","3","150","East","DGP","General Trade","15%"
"4/29/2024","1.5","3","200","North","DLI","General Trade","15%"
"4/29/2024","1.5","3","50","South","HBI","General Trade","15%"
"4/29/2024","1.5","3","120","North","GRN","Modern Trade","15%"
"4/29/2024","1.5","3","30","North","GRN","Modern Trade","15%"
"4/29/2024","1.5","3","150","North","GZB","General Trade","15%"
"4/29/2024","1.5","3","200","North","DLI","General Trade","15%"
"4/30/2024","1.5","3","25","North","JMU","General Trade","15%"
"4/30/2024","1.5","3","25","North","JMU","General Trade","15%"
"4/30/2024","1.5","3","6","North","JMU","General Trade","15%"
"4/30/2024","1.5","3","200","North","DLI","General Trade","15%"
"4/30/2024","1.5","3","50","East","DGP","General Trade","15%"
"4/30/2024","1.5","3","7","North","GRN","General Trade","15%"
"4/30/2024","1.5","3","2","East","DGP","General Trade","15%"
"4/30/2024","1.5","3","200","North","DLI","General Trade","15%"
"4/30/2024","1.5","3","200","North","DLI","General Trade","15%"
"5/1/2024","1.5","3","25","North","JMU","General Trade","15%"
"5/1/2024","1.5","3","25","North","JMU","General Trade","15%"
"5/2/2024","1.5","3","100","South","MDI","Modern Trade","15%"
"5/2/2024","1.5","3","12","North","LKW","General Trade","15%"
"5/2/2024","1.5","3","2","West","PNE","General Trade","15%"
"5/3/2024","1.5","3","5","South","HBI","General Trade","15%"
"5/3/2024","1.5","3","11","East","DGP","General Trade","15%"
"5/3/2024","1.5","3","2","East","DGP","General Trade","15%"
"5/3/2024","1.5","3","90","South","MDI","Modern Trade","15%"
"5/3/2024","1.5","3","1","South","HBI","General Trade","15%"
"5/3/2024","1.5","3","10","South","HBI","General Trade","15%"
"5/3/2024","1.5","3","10","South","HBI","General Trade","15%"
"5/3/2024","1.5","3","6","West","PNE","General Trade","15%"
"5/4/2024","1.5","3","150","North","JPR","General Trade","15%"
"5/4/2024","1.5","3","200","North","JPR","General Trade","15%"
"5/4/2024","1.5","3","120","North","JPR","General Trade","15%"
"5/4/2024","1.5","3","90","South","HBI","General Trade","15%"
"5/4/2024","1.5","3","150","West","PNE","General Trade","15%"
"5/4/2024","1.5","3","150","North","LKW","General Trade","15%"
"5/5/2024","1.5","3","100","West","BHP","General Trade","15%"
"5/6/2024","1.5","3","200","North","DLI","General Trade","15%"
"5/6/2024","1.5","3","150","East","DGP","General Trade","15%"
"5/6/2024","1.5","3","100","East","DGP","General Trade","15%"
"5/6/2024","1.5","3","85","East","DGP","General Trade","15%"
"5/7/2024","1.5","3","100","North","JPR","General Trade","15%"
"5/7/2024","1.5","3","2","North","JMU","General Trade","15%"
"5/8/2024","1.5","3","200","East","DGP","General Trade","15%"
"5/8/2024","1.5","3","130","South","KCI","General Trade","15%"
"5/8/2024","1.5","3","150","West","PNE","General Trade","15%"
"5/8/2024","1.5","3","70","South","HBI","General Trade","15%"
"5/8/2024","1.5","3","70","South","HBI","General Trade","15%"
"5/9/2024","1.5","3","1","East","DGP","General Trade","15%"
"5/9/2024","1.5","3","120","North","JMU","General Trade","15%"
"5/9/2024","1.5","3","80","North","JMU","General Trade","15%"
"5/9/2024","1.5","3","175","North","JPR","General Trade","15%"
"5/9/2024","1.5","3","130","South","HBI","General Trade","15%"
"5/9/2024","1.5","3","90","East","DGP","General Trade","15%"
"5/9/2024","1.5","3","4","South","HBI","General Trade","15%"
"5/9/2024","1.5","3","150","East","DGP","Modern Trade","15%"
"5/9/2024","1.5","3","120","East","DGP","Modern Trade","15%"
"5/9/2024","1.5","3","30","East","DGP","Modern Trade","15%"
"5/9/2024","1.5","3","130","South","KCI","General Trade","15%"
"5/9/2024","1.5","3","73","South","KCI","Modern Trade","15%"
"5/9/2024","1.5","3","200","South","KCI","General Trade","15%"
"5/10/2024","1.5","3","75","South","KCI","Modern Trade","15%"
"5/10/2024","1.5","3","200","North","GRN","Modern Trade","15%"
"5/10/2024","1.5","3","150","West","PNE","General Trade","15%"
"5/10/2024","1.5","3","1","North","JMU","Modern Trade","15%"
"5/10/2024","1.5","3","140","North","JMU","General Trade","15%"
"5/10/2024","1.5","3","60","North","JMU","General Trade","15%"
"5/11/2024","1.5","3","1","South","KCI","General Trade","15%"
"5/11/2024","1.5","3","2","East","DGP","General Trade","15%"
"5/11/2024","1.5","3","20","North","GZB","General Trade","15%"
"5/11/2024","1.5","3","150","South","HBI","General Trade","15%"
"5/12/2024","1.5","3","150","North","GZB","General Trade","15%"
"5/12/2024","1.5","3","200","North","DLI","General Trade","15%"
"5/13/2024","1.5","3","150","North","DLI","General Trade","15%"
"5/14/2024","1.5","3","170","North","DLI","General Trade","15%"
"5/14/2024","1.5","3","150","East","DGP","General Trade","15%"
"5/14/2024","1.5","3","75","South","KCI","Modern Trade","15%"
"5/14/2024","1.5","3","1","North","LKW","General Trade","15%"
"5/15/2024","1.5","3","25","South","KCI","Modern Trade","15%"
"5/15/2024","1.5","3","90","South","HBI","Modern Trade","15%"
"5/15/2024","1.5","3","120","North","JMU","General Trade","15%"
"5/15/2024","1.5","3","80","North","JMU","General Trade","15%"
"5/15/2024","1.5","3","120","East","DGP","General Trade","15%"
"5/15/2024","1.5","3","30","East","DGP","General Trade","15%"
"5/15/2024","1.5","3","120","North","JMU","General Trade","15%"
"5/15/2024","1.5","3","30","North","JMU","General Trade","15%"
"5/15/2024","1.5","3","120","North","GRN","General Trade","15%"
"5/15/2024","1.5","3","80","North","GRN","General Trade","15%"
"5/15/2024","1.5","3","200","North","GRN","Modern Trade","15%"
"5/15/2024","1.5","3","120","North","JMU","General Trade","15%"
"5/15/2024","1.5","3","150","East","DGP","General Trade","15%"
"5/15/2024","1.5","3","120","North","GRN","General Trade","15%"
"5/15/2024","1.5","3","30","North","GRN","General Trade","15%"
"5/15/2024","1.5","3","150","North","GRN","General Trade","15%"
"5/15/2024","1.5","3","50","North","GZB","General Trade","15%"
"5/15/2024","1.5","3","120","South","KCI","Modern Trade","15%"
"5/16/2024","1.5","3","200","North","JPR","General Trade","15%"
"5/16/2024","1.5","3","80","North","JMU","General Trade","15%"
"5/16/2024","1.5","3","120","North","JMU","General Trade","15%"
"5/16/2024","1.5","3","200","North","GZB","General Trade","15%"
"5/16/2024","1.5","3","120","North","JMU","General Trade","15%"
"5/16/2024","1.5","3","40","North","JMU","General Trade","15%"
"5/16/2024","1.5","3","100","South","MDI","General Trade","15%"
"5/16/2024","1.5","3","120","North","JMU","General Trade","15%"
"5/16/2024","1.5","3","80","North","JMU","General Trade","15%"
"5/16/2024","1.5","3","150","North","JPR","General Trade","15%"
"5/17/2024","1.5","3","120","North","GRN","General Trade","15%"
"5/17/2024","1.5","3","30","North","GRN","General Trade","15%"
"5/17/2024","1.5","3","100","North","GRN","General Trade","15%"
"5/17/2024","1.5","3","200","North","DLI","General Trade","15%"
