Invoice Date,Invoice Quantity,Sales Zone,Sales Location,temperature_2m,relative_humidity_2m,dew_point_2m,precipitation,pressure_msl,surface_pressure,cloud_cover,wind_speed_10m,wind_direction_10m
2023-05-22,1,North,Jammu,22.9855,38.466343,8.0855,0.0,1003.4,962.7392,0.0,7.289445,32.905247
2023-05-25,5,North,Jammu,20.9355,74.99209,16.335499,0.0,1007.6,966.4916,39.0,6.618519,315.0001
2023-05-30,10,North,Jammu,20.5355,85.31955,17.9855,0.4,1010.7,969.4103,90.00001,4.3349743,355.23645
2023-05-02,16,North,Jammu,17.9355,94.47827,17.0355,0.0,1010.2,968.57135,49.800003,3.5455887,336.0375
2023-05-02,10,North,Jammu,17.9355,94.47827,17.0355,0.0,1010.2,968.57135,49.800003,3.5455887,336.0375
2023-05-02,10,North,Jammu,17.9355,94.47827,17.0355,0.0,1010.2,968.57135,49.800003,3.5455887,336.0375
2023-05-17,10,North,Jammu,20.3855,57.00726,11.5855,0.0,1004.5,963.44293,0.0,5.00128,59.743652
2023-05-17,6,North,Jammu,20.3855,57.00726,11.5855,0.0,1004.5,963.44293,0.0,5.00128,59.743652
2023-05-17,22,North,Jammu,20.3855,57.00726,11.5855,0.0,1004.5,963.44293,0.0,5.00128,59.743652
2023-05-19,12,North,Jammu,20.4355,52.480076,10.3855,0.0,1008.0,966.8068,0.0,8.654987,44.999897
2023-05-20,4,North,Jammu,21.835499,50.120266,10.985499,0.0,1003.8,962.9685,0.0,6.193674,54.46224
2023-05-24,10,North,Jammu,26.7855,49.483913,15.3355,0.4,1002.9,962.76215,53.4,19.469976,56.3099
2023-05-25,34,North,Jammu,20.9355,74.99209,16.335499,0.0,1007.6,966.4916,39.0,6.618519,315.0001
2023-05-25,6,North,Jammu,20.9355,74.99209,16.335499,0.0,1007.6,966.4916,39.0,6.618519,315.0001
2023-05-25,30,North,Jammu,20.9355,74.99209,16.335499,0.0,1007.6,966.4916,39.0,6.618519,315.0001
2023-05-25,5,North,Jammu,20.9355,74.99209,16.335499,0.0,1007.6,966.4916,39.0,6.618519,315.0001
2023-05-26,5,North,Jammu,20.3855,74.18574,15.6355,0.0,1005.0,963.9225,30.000002,2.4149535,63.435013
2023-05-27,10,North,Jammu,19.0355,65.98817,12.5355,0.0,1003.8,962.5867,4.2000003,9.178235,41.82009
2023-05-16,15,North,Gurgaon,28.467001,39.748047,13.467,0.0,1004.0,978.90735,30.000002,16.766108,284.93146
2023-05-16,10,North,Gurgaon,28.467001,39.748047,13.467,0.0,1004.0,978.90735,30.000002,16.766108,284.93146
2023-05-16,15,North,Gurgaon,28.467001,39.748047,13.467,0.0,1004.0,978.90735,30.000002,16.766108,284.93146
2023-05-16,15,North,Gurgaon,28.467001,39.748047,13.467,0.0,1004.0,978.90735,30.000002,16.766108,284.93146
2023-05-16,10,North,Gurgaon,28.467001,39.748047,13.467,0.0,1004.0,978.90735,30.000002,16.766108,284.93146
2023-05-17,10,North,Gurgaon,26.667,37.220192,10.867,0.0,1003.4,978.1742,6.0,8.0899935,327.72437
