PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,Invoice Quantity
-2.355927122522371,0.895879480813885,-0.5558475420493543,-2.545564166616424,-0.7468456736840241,-1.3030254046369818,-0.917274354361876,-0.983320681300224,-0.4163326584603427,-0.28557958189649835,-0.636603640137827,-0.4489333331158127,35
-1.7695680257584423,-4.474408863801784,1.8445802568300111,1.3016471195263912,0.43556817489843597,-1.3210295850106355,-0.06228020224219691,1.3571338260031365,-0.6499393119619503,-0.4388367937049993,-0.34925830568662464,0.13483379043672622,10
-0.9156771553763248,1.3335691110546863,-0.6345863488331596,-1.328797984834188,-1.4440230083819336,0.09140529380665074,0.44271022013644956,-0.237533000689944,-1.4409800103926413,1.6464871428856507,0.4258008271219706,0.5502832101926267,10
-1.9491238216375126,2.894731294165392,1.786473320555422,1.4980318349404578,0.6957275112434534,-0.47702428990565093,0.5568074880331899,-0.5507561212182276,0.7012929836965593,-1.118149100360641,-0.053246288248446724,-0.6086497120905288,4
1.6523780876568401,-1.77320496271474,-1.6508136641603979,0.49713341812713363,0.6514948236755911,0.5401884232058476,0.9726838999866283,-0.55996677595635,0.835715184957166,-0.5449123564287478,1.0857637554597357,0.7038121042018852,5
1.4502636205295403,-0.8794934263326695,-2.0182291864074204,0.025492268416927033,0.6676889367642685,0.6370021508479372,-0.589449860370525,2.1048259240202136,-0.5992705762879318,-0.8597781358776053,0.25987393524122737,0.5266214372395304,6
-2.027238449733394,-1.2242514988226056,0.7266157084928421,0.5862359688053552,-0.6198311152788883,-0.9477752044551068,0.14187686260829033,-0.02863321182278068,-0.7306652310898999,-1.467494726330396,-0.6739491362367722,-0.7787310921483133,17
0.9011217312644473,0.3803047883897141,-0.9892854984200548,0.8701493871170709,1.482770494533571,-1.2861441711329848,0.9291868454246135,-0.07415911714736578,0.130119238964538,-0.5509037134025685,0.01252269257801424,0.11508905662163672,10
-1.6156210438169083,-3.900156407634264,0.6941036886103479,0.09877297503429479,-0.6487853162975384,0.8214774547419433,-0.23332171513736552,-1.0545066886794974,-0.025677175937753108,1.0188001576929406,-0.42516786100142495,-0.1590871411278817,110
0.8832246069179228,-0.13324354519261858,-0.842393894829972,0.904378697051574,1.176688772813767,-1.3831214378374872,0.9090634477547188,0.9429319555203617,0.011117880897762418,-0.7694765711888004,0.7778807729276137,0.0902250501457982,5
7.610004834360026,3.0950576074501455,4.158407189398892,-2.175264525045114,-2.8028222666923646,-0.8610705976947498,1.472916225304397,0.8007405879282598,1.45550784179001,-0.15204603477545114,0.5232537924850758,-0.7479225942394299,25
0.2061234634488389,-0.20131861995856606,-1.7723251129704347,0.4405383869692303,1.3642371997510903,-1.1284505565966054,1.888013062712884,0.8155561736763743,0.007770304549116186,-0.5378268094409778,0.11248168805192582,-0.09575003106355254,18
9.234973499660065,-0.8113994955368504,3.733792999073212,-1.041604445816463,-4.718567753412233,-0.40309597270595865,0.6781032806854915,2.889239748388502,2.40051065054788,0.009663984432965376,0.3565304009106267,0.6533058659290469,24
5.319384207397921,-0.6864122423347965,1.1823066527319623,-0.9045615127222569,-1.2021449117084728,0.35699503195413895,-0.5845988782608978,1.7681301146333672,1.4933488142595446,0.2031005248343636,-1.01309596540321,0.5662638609567132,8
-2.125019308444577,-2.1459022772478247,1.854531896556991,0.2504773760164533,1.3850471833209714,-1.4555143114213571,2.023592288963607,1.0114190600464499,0.1286346877374109,0.05030539369846719,0.2774401067216867,-0.4533267020477469,20
1.1448297747091627,-0.748316098989401,-1.5614838169420182,0.47816348859606256,0.7849355436628545,0.2800638148194501,-1.2058582280455947,1.8500902773111887,-0.32704085747889705,-1.170313435932236,-0.03580097850698481,0.3881575434204359,5
-3.813377512275458,3.0382655394280085,0.6572997170337859,2.1371423640469396,-1.763171969544831,-2.2136079837220413,-0.245054039660725,-1.0036578224024097,0.944262874385632,0.8453687630340395,-0.223952271482764,1.3579803426823014,30
-0.14025687793635322,1.5893182055183237,-1.0610727329493759,2.438236849432456,0.3994306267865306,0.153648814634966,-0.08980794044185664,-0.5456623245277471,1.045201354445991,-1.286781876701849,0.31471211649734665,-0.5776606045668832,20
-3.1819306845582345,2.3179453831045067,-0.12274029847035782,1.9562320015662893,-1.744291183303934,-0.4258744345944273,1.7054300038893797,0.2416010202053482,0.07284878652376527,0.3855803706642473,-0.46748169589943506,0.6104484308954805,13
-2.847499927289484,2.420184230394517,0.03531812437278532,1.5145529350718503,-1.6701048919724597,0.5119087169488297,-0.8413696955441567,0.3626727714104734,-0.1930515188809613,-0.8058009152505647,-0.4990262069148936,-0.26073689172470327,5
1.2141379759161686,0.6743318167338311,-0.38145738643691585,0.8638619801012967,1.2499597416869104,-0.39404086790029014,-0.7634851189342111,0.859098270762207,-0.3302483593227378,-0.058694552405647624,0.2510726132596034,-0.15099642948113337,10
-2.28149315532976,0.7962205854380534,-0.38501113745124005,-2.4626141670243835,-2.34679947749132,-1.0666902692807194,-1.0064665397859751,-0.639843924489459,-1.0088414619991133,-0.32901492909636804,1.6726917921955053,0.8667852068502414,1
-1.9038379009631983,-2.241204909525384,-0.21735811505143085,-0.15032330989099854,0.1361584626927552,-0.8858562650854174,-1.3013472778876354,1.5325201697977082,-0.23780797426797703,-0.2516226059537275,0.11557919235628791,-0.2984841500725906,3
-2.1680761431217177,-2.955850208071704,0.5810079104659888,1.506318205637891,-1.158939477205042,-0.07676736297328006,0.7665630823685525,-1.763515413797185,0.7177439103269864,0.177427118309139,-0.3410953048392913,0.02458340886295987,100
1.8040091963362617,-0.6188540475195071,-2.5233449275176736,1.5210851200841313,0.28916111442792064,1.269909282695563,0.5943718454749624,-0.3271018532770399,-0.6552578508475249,-0.02546600252472981,-0.3145279111119347,-0.7158524441978016,14
-1.1503488435668212,2.072184593823534,1.1872962004720116,-2.9009302344596737,0.41076817181655667,-0.24542597333455032,1.5816707871332654,-0.6212289363202422,-1.5933757769357375,0.728736959956969,-0.2408745195078993,-0.9459147059898223,1
-1.2415912512989025,1.9049031033245754,-0.6377087915007785,-2.4094463489092575,1.25526094572194,-1.1895166273940538,1.613403960453611,0.3470759249436255,0.2762774868743068,0.4881889564939381,-0.050755469526978195,0.6818541097752143,1
1.168102177826773,0.699619789303204,-0.9872433861518665,1.3978348282049267,-0.7345165203013831,0.4916108288310198,0.6068498630802367,-1.1516945324640568,-1.4789380289014422,1.2237247670910265,0.45124056544976154,0.010918557731105468,9
0.7376373641399306,0.7145225892697218,0.6956841853471339,1.0443550994929807,-1.193264807370757,0.6639167281266825,-0.9938606503615915,-0.169553216995937,-1.540183713597302,-1.7514032449283812,0.5867244682521098,-0.7174070312947324,1
-2.6227505864041967,2.770688167539754,-1.1443573853017222,1.2262823694156413,-2.012192465292455,-0.310153474947692,-0.7401302651689982,0.38854918097098,0.1523215510216614,0.40817554917630483,0.023276413212290997,1.0107234929069129,10
-0.12364736997396718,0.5290528279104569,-2.057958058263425,0.5667943104260625,-0.27980265588355707,-0.11595871867421292,-0.35916792283061527,-1.0419751566656117,0.11139981980558107,0.7242439987656205,-0.24529528959373648,0.23553632981092407,5
-2.744015245447045,-4.170697940820848,2.115176082231278,1.0456871412972137,0.17904633091364533,-1.0100535874785592,-1.506923572221077,1.334122736166266,-0.3659421022767979,-0.3426576434459115,0.02464994839855381,-0.6107709544573579,16
2.975904825980949,-1.6064983865065703,-1.8490997861797795,0.2929060587055364,0.10560359828913492,0.04993064594968021,0.25165184216448083,-1.2068154234333217,0.5206491638828867,0.8341911142712668,0.2547877066031261,-0.361044372935106,5
0.0068608688829535705,-0.20115572043882446,-1.276779817925584,2.4097444228194247,0.8570803250500554,-0.48419471502529415,-0.4054573756622514,-0.9247315237111741,1.6548886570472119,-0.9880547634515116,0.5112803207522673,-0.19149364715687556,6
0.4425103827104687,0.3068742796644587,-2.1103715834678844,-0.5804581176285424,1.1516716901882589,0.02193224096221058,0.2392120111720203,-0.8788464843585333,1.1962285943745168,-1.0246000129978508,0.28310605283605345,-0.5101599285219852,10
-1.5360897154521722,0.08514854415356461,0.3313453180438337,2.3136125663039597,-0.22911200320405528,-0.6808321451575684,-1.9832565167356084,-0.20940217543133888,0.6574918035901136,-0.9228486102286685,0.2785107563681683,-0.5501903336057127,2
-1.4000533441589116,0.006165903523084585,-0.8625587183976707,0.23207562603277535,-1.540428971240644,-1.2990785582938136,-0.05823870328987747,-1.200711300989976,-1.016393112641981,0.9381602123078646,-0.3884604300052657,0.22250361807545457,1
-0.6323430663825648,-5.326577408166351,2.0848154644500596,-1.2851136453647602,0.3330481584434261,-0.8932600642911326,-1.5857967712978054,0.7613401572878277,-1.9997440936649422,-0.4992341317118072,-1.463986060095605,0.3307555735521122,9
3.4629388156728482,-0.4842261414389709,-1.044574821062264,-0.05581982974478188,0.1749302905327713,-1.2633025142975123,-0.9741430407281615,-0.3750007862044006,0.17314434355580846,0.17013797671599007,-0.6675430205250191,-0.19046863118623492,15
-1.2938238413376093,-2.3767581175286874,-0.5985135554642468,-0.8107376334159779,0.08119019809027166,0.6945823890406242,-0.8726053973051512,-0.0423275763115286,0.8757179065135509,-0.38768408409886984,-0.035932378948414334,0.6752698426357457,8
-1.2038273824706638,-1.847352610784996,0.15711732901207096,-0.15638462605500605,0.767069185828827,-2.393926094132329,-0.6900929475418569,-0.0004230340375280765,0.3168165410712691,-0.4215124605855957,0.8466701128568223,0.08510133182507182,10
-2.434150892320835,-1.1746976529175361,0.06821225089275532,-2.122825255572513,-0.2588112514577945,0.9813152943351274,-1.0017953020091954,-0.6731117573481634,1.1313738361549213,-0.6071119191535674,0.07899682124639618,-0.05841005924776036,15
0.2272891138834312,-1.409919156437788,-1.8790811443101645,0.4050406619098454,0.854783346971938,0.4788178592771882,-0.7298453347326418,-0.34287705879364516,1.3826377338781224,-0.22623729427177416,0.6210508615273177,0.41357218506604654,1
-1.415513068941908,4.338424429495948,-1.1045536944195147,1.4967669119965026,-1.6344494806606344,0.9235524460907978,-0.5788317595982686,0.16811767906159908,-0.36573136490067426,0.38719435070785574,-0.14047002200842498,0.14417164320397785,6
-3.512834248927063,-0.2546327339105538,-0.8015760824282809,-0.27682415245132047,-2.8253642366854046,-0.6780662372866093,1.528741215469666,-0.09096832215218675,-0.917126500948,-0.12148308690571179,-0.22460369331216637,0.7373891377094671,2
1.74309628814798,0.3738603561323973,2.2805350581420556,0.4117569552934684,0.3278929537383242,1.7006468732811537,0.864099708792722,-0.5862672282519985,-0.8856295799014849,-2.04281720218445,-0.9354926822737138,0.40617028416435064,20
