Invoice Date,Invoice Quantity,Sales Zone,Sales Location
7/25/2023,5,South,KCI
7/25/2023,5,South,KCI
7/25/2023,16,South,KCI
7/26/2023,18,South,KCI
7/27/2023,20,South,KCI
7/29/2023,2,North,LKW
7/30/2023,10,South,KCI
7/30/2023,8,South,KCI
7/30/2023,8,South,KCI
7/30/2023,3,South,KCI
7/30/2023,25,South,KCI
7/31/2023,2,South,KCI
8/11/2023,2,North,GRN
8/25/2023,10,North,GRN
8/1/2023,19,South,KCI
8/4/2023,4,South,KCI
8/4/2023,1,South,KCI
8/5/2023,4,South,KCI
8/9/2023,4,South,KCI
8/9/2023,3,South,KCI
8/9/2023,3,South,KCI
8/9/2023,3,South,KCI
8/9/2023,3,South,KCI
8/9/2023,3,South,KCI
8/9/2023,3,South,KCI
8/10/2023,3,South,KCI
8/12/2023,2,South,KCI
8/14/2023,2,South,KCI
8/24/2023,31,South,KCI
8/24/2023,30,South,KCI
8/24/2023,15,South,KCI
8/24/2023,25,South,KCI
8/25/2023,25,South,KCI
8/25/2023,10,South,KCI
8/26/2023,20,South,KCI
8/26/2023,20,South,KCI
8/26/2023,3,South,KCI
8/5/2023,50,South,KCI
8/6/2023,25,South,KCI
8/10/2023,5,South,KCI
8/11/2023,20,South,KCI
8/15/2023,5,South,KCI
8/15/2023,10,South,KCI
8/15/2023,20,South,KCI
8/16/2023,5,South,KCI
8/16/2023,10,South,KCI
8/17/2023,5,South,KCI
8/17/2023,5,South,KCI
8/17/2023,6,South,KCI
8/19/2023,3,South,KCI
8/22/2023,45,South,KCI
8/22/2023,14,South,KCI
8/23/2023,10,South,KCI
8/23/2023,6,South,KCI
8/23/2023,5,South,KCI
8/23/2023,10,South,KCI
8/24/2023,50,South,KCI
8/24/2023,10,South,KCI
8/25/2023,4,South,KCI
8/25/2023,5,South,KCI
8/25/2023,10,South,KCI
8/25/2023,5,South,KCI
8/25/2023,10,South,KCI
8/26/2023,5,South,KCI
8/26/2023,10,South,KCI
8/28/2023,10,South,KCI
8/28/2023,10,South,KCI
8/28/2023,10,South,KCI
8/28/2023,50,South,KCI
8/28/2023,30,South,KCI
8/26/2023,75,South,KCI
8/26/2023,100,South,KCI
8/31/2023,1,North,GRN
9/4/2023,19,South,KCI
9/4/2023,1,South,KCI
9/4/2023,1,South,KCI
9/4/2023,1,South,KCI
9/4/2023,1,South,KCI
9/4/2023,1,South,KCI
9/12/2023,5,South,KCI
9/12/2023,15,South,KCI
9/12/2023,40,South,KCI
9/12/2023,15,South,KCI
9/14/2023,5,South,KCI
9/14/2023,10,South,KCI
9/15/2023,8,North,JPR
9/16/2023,10,South,KCI
9/16/2023,25,South,KCI
9/18/2023,60,South,KCI
9/20/2023,15,South,KCI
9/20/2023,30,South,KCI
9/22/2023,20,South,KCI
9/25/2023,30,South,KCI
9/26/2023,30,South,KCI
9/26/2023,17,South,KCI
9/26/2023,13,South,KCI
9/26/2023,6,South,KCI
9/27/2023,20,South,KCI
9/28/2023,2,North,LKW
9/29/2023,20,South,KCI
9/29/2023,74,South,KCI
9/29/2023,74,South,KCI
9/29/2023,25,South,KCI
10/16/2023,3,North,LKW
10/16/2023,1,North,LKW
10/28/2023,2,South,HBI
10/18/2023,9,South,HBI
10/18/2023,3,South,HBI
10/18/2023,3,South,HBI
10/18/2023,2,South,HBI
10/18/2023,15,South,HBI
10/17/2023,6,South,KCI
10/17/2023,3,South,KCI
10/27/2023,5,South,KCI
10/27/2023,8,South,KCI
10/28/2023,5,South,KCI
10/30/2023,10,South,KCI
11/7/2023,2,South,HBI
11/8/2023,1,South,HBI
11/15/2023,4,South,HBI
11/22/2023,1,South,HBI
11/22/2023,4,South,HBI
11/22/2023,7,South,HBI
11/15/2023,10,South,KCI
11/15/2023,3,South,KCI
11/28/2023,30,South,KCI
11/13/2023,10,South,KCI
11/21/2023,15,South,KCI
11/24/2023,17,South,KCI
11/27/2023,25,South,KCI
11/29/2023,50,South,KCI
11/29/2023,70,South,KCI
11/30/2023,60,West,PNE
12/6/2023,15,South,KCI
12/11/2023,5,South,KCI
12/11/2023,2,South,KCI
12/11/2023,3,South,KCI
12/11/2023,15,South,KCI
12/11/2023,15,South,KCI
12/12/2023,80,South,KCI
12/12/2023,20,South,KCI
12/13/2023,55,South,KCI
12/13/2023,10,South,KCI
12/13/2023,5,South,KCI
12/13/2023,5,South,KCI
12/14/2023,20,West,PNE
12/14/2023,20,West,PNE
12/15/2023,40,South,KCI
12/15/2023,2,North,GRN
12/15/2023,6,South,HBI
12/15/2023,6,South,HBI
12/15/2023,1,North,LKW
12/15/2023,52,South,KCI
12/15/2023,25,South,KCI
12/15/2023,10,South,KCI
12/15/2023,10,South,KCI
12/15/2023,20,West,PNE
12/15/2023,5,West,PNE
12/16/2023,1,South,MDI
12/16/2023,15,South,KCI
12/16/2023,2,South,HBI
12/16/2023,2,South,HBI
12/17/2023,10,South,HBI
12/17/2023,7,South,HBI
12/18/2023,1,North,JMU
12/18/2023,100,South,KCI
12/18/2023,2,West,PNE
12/18/2023,60,South,KCI
12/19/2023,18,South,KCI
12/19/2023,6,South,KCI
12/19/2023,15,South,KCI
12/19/2023,40,South,KCI
12/20/2023,5,North,DLI
12/20/2023,5,North,DLI
12/20/2023,5,South,KCI
12/20/2023,5,South,KCI
12/20/2023,10,North,JMU
12/20/2023,50,South,KCI
12/21/2023,5,North,DLI
12/21/2023,2,North,DLI
12/21/2023,5,North,DLI
12/21/2023,10,West,PNE
12/22/2023,15,South,KCI
12/22/2023,15,South,KCI
12/22/2023,5,South,MDI
12/22/2023,3,South,MDI
12/23/2023,5,South,MDI
12/23/2023,4,North,GRN
12/23/2023,2,East,DGP
12/23/2023,3,South,MDI
12/23/2023,5,East,DGP
12/23/2023,5,South,MDI
12/24/2023,1,South,MDI
12/26/2023,2,South,KCI
12/26/2023,3,South,KCI
12/27/2023,2,South,HBI
12/27/2023,3,South,HBI
12/27/2023,7,South,KCI
12/27/2023,1,South,HBI
12/28/2023,5,East,DGP
12/28/2023,3,South,KCI
12/29/2023,5,South,HBI
12/29/2023,20,South,KCI
12/29/2023,7,South,KCI
12/30/2023,5,South,KCI
12/30/2023,6,South,KCI
12/30/2023,1,South,KCI
12/30/2023,1,South,KCI
12/30/2023,8,South,KCI
1/18/2024,2,East,DGP
1/22/2024,20,East,DGP
1/22/2024,20,East,DGP
1/22/2024,20,East,DGP
1/22/2024,20,East,DGP
1/22/2024,20,East,DGP
1/22/2024,20,East,DGP
1/22/2024,20,East,DGP
1/22/2024,20,East,DGP
1/22/2024,20,East,DGP
1/22/2024,20,East,DGP
1/28/2024,20,East,DGP
1/28/2024,6,East,DGP
1/28/2024,2,East,DGP
1/15/2024,5,West,PNE
1/30/2024,2,North,JMU
1/17/2024,5,North,JMU
1/12/2024,1,North,DLI
1/30/2024,8,North,GRN
1/18/2024,5,North,LKW
1/28/2024,20,North,LKW
1/31/2024,3,North,LKW
1/20/2024,1,South,HBI
1/23/2024,11,South,HBI
1/4/2024,1,South,HBI
1/13/2024,1,South,HBI
1/12/2024,20,South,KCI
1/12/2024,5,South,KCI
1/15/2024,20,South,KCI
1/15/2024,20,South,KCI
1/15/2024,10,South,KCI
1/15/2024,20,South,KCI
1/15/2024,5,South,KCI
1/15/2024,20,South,KCI
1/16/2024,5,South,KCI
1/16/2024,20,South,KCI
1/16/2024,20,South,KCI
1/25/2024,2,South,KCI
1/25/2024,10,South,KCI
1/25/2024,20,South,KCI
1/2/2024,5,South,KCI
1/2/2024,20,South,KCI
1/3/2024,10,South,KCI
1/4/2024,6,South,KCI
1/5/2024,15,South,KCI
1/11/2024,20,South,KCI
1/11/2024,5,South,KCI
1/11/2024,20,South,KCI
1/11/2024,5,South,KCI
1/12/2024,10,South,KCI
1/12/2024,20,South,KCI
1/13/2024,7,South,KCI
1/15/2024,20,South,KCI
1/15/2024,20,South,KCI
1/25/2024,2,South,KCI
1/28/2024,20,South,KCI
1/28/2024,10,South,KCI
1/28/2024,20,South,KCI
1/28/2024,20,South,KCI
1/28/2024,20,South,KCI
1/29/2024,2,South,KCI
1/29/2024,6,South,KCI
1/29/2024,20,South,KCI
1/29/2024,15,South,KCI
1/30/2024,20,South,KCI
1/30/2024,20,South,KCI
1/30/2024,10,South,KCI
1/30/2024,15,South,KCI
1/30/2024,5,South,KCI
1/27/2024,10,South,MDI
1/27/2024,5,South,MDI
1/27/2024,5,South,MDI
1/28/2024,10,South,MDI
1/28/2024,15,South,MDI
1/31/2024,6,South,MDI
1/18/2024,140,East,DGP
2/1/2024,3,North,LKW
2/2/2024,4,South,KCI
2/2/2024,10,South,KCI
2/6/2024,4,South,HBI
2/9/2024,10,South,KCI
2/9/2024,25,South,KCI
2/13/2024,4,South,KCI
2/13/2024,2,North,JPR
2/14/2024,2,South,KCI
2/14/2024,3,South,KCI
2/14/2024,2,North,JPR
2/15/2024,2,North,JMU
2/15/2024,8,South,KCI
2/16/2024,12,South,HBI
2/17/2024,6,South,HBI
2/17/2024,3,South,HBI
2/17/2024,3,South,HBI
2/17/2024,10,South,HBI
2/17/2024,2,South,HBI
2/17/2024,2,South,HBI
2/17/2024,15,South,KCI
2/17/2024,2,South,HBI
2/17/2024,2,South,HBI
2/19/2024,7,South,KCI
2/19/2024,10,South,KCI
2/20/2024,6,South,HBI
2/20/2024,3,South,HBI
2/21/2024,20,South,KCI
2/21/2024,2,South,KCI
2/21/2024,10,South,KCI
2/21/2024,10,South,KCI
2/22/2024,6,South,KCI
2/22/2024,20,South,KCI
2/23/2024,15,South,KCI
2/23/2024,15,South,KCI
2/24/2024,3,South,KCI
2/24/2024,2,South,KCI
2/24/2024,3,South,KCI
2/24/2024,8,South,KCI
2/24/2024,3,South,KCI
2/24/2024,30,South,KCI
2/24/2024,3,South,KCI
2/24/2024,3,South,KCI
2/24/2024,3,South,KCI
2/24/2024,3,South,KCI
2/24/2024,47,South,KCI
2/25/2024,40,South,KCI
2/26/2024,40,South,KCI
2/26/2024,17,South,HBI
2/26/2024,6,South,KCI
2/27/2024,10,South,KCI
2/27/2024,5,South,KCI
2/27/2024,5,South,KCI
2/27/2024,5,South,KCI
2/27/2024,5,South,KCI
2/27/2024,25,South,KCI
2/27/2024,25,South,KCI
2/27/2024,30,South,KCI
2/27/2024,15,South,KCI
2/28/2024,1,East,DGP
2/28/2024,25,South,KCI
2/29/2024,50,South,KCI
2/29/2024,17,South,KCI
2/29/2024,25,South,KCI
2/29/2024,1,South,HBI
2/29/2024,1,South,HBI
3/1/2024,40,South,KCI
3/1/2024,7,South,KCI
3/2/2024,15,South,KCI
3/2/2024,15,South,KCI
3/4/2024,100,South,KCI
3/4/2024,150,South,KCI
3/4/2024,5,South,KCI
3/4/2024,5,South,KCI
3/4/2024,5,South,KCI
3/4/2024,5,South,KCI
3/4/2024,2,South,KCI
3/4/2024,15,South,KCI
3/4/2024,5,South,KCI
3/5/2024,5,South,KCI
3/5/2024,1,West,PNE
3/6/2024,20,South,KCI
3/6/2024,25,South,KCI
3/6/2024,10,South,KCI
3/6/2024,20,South,KCI
3/6/2024,5,South,KCI
3/6/2024,5,South,KCI
3/6/2024,5,South,KCI
3/6/2024,5,South,KCI
3/6/2024,5,South,KCI
3/6/2024,20,South,KCI
3/6/2024,5,South,KCI
3/7/2024,1,East,DGP
3/7/2024,1,East,DGP
3/7/2024,10,South,KCI
3/7/2024,150,South,KCI
3/7/2024,30,South,KCI
3/8/2024,5,South,KCI
3/8/2024,1,East,DGP
3/8/2024,50,South,KCI
3/8/2024,25,South,KCI
3/9/2024,40,South,KCI
3/9/2024,165,South,KCI
3/9/2024,50,South,KCI
3/9/2024,15,South,KCI
3/9/2024,15,South,KCI
3/9/2024,2,South,HBI
3/9/2024,2,South,HBI
3/10/2024,1,South,HBI
3/10/2024,20,South,KCI
3/11/2024,4,South,HBI
3/11/2024,20,South,KCI
3/11/2024,80,South,KCI
3/11/2024,10,South,KCI
3/11/2024,20,South,KCI
3/11/2024,10,South,KCI
3/11/2024,12,South,KCI
3/12/2024,1,South,MDI
3/12/2024,1,East,DGP
3/12/2024,4,South,KCI
3/12/2024,4,South,KCI
3/12/2024,50,South,KCI
3/12/2024,3,South,HBI
3/13/2024,3,South,KCI
3/13/2024,2,South,KCI
3/13/2024,11,South,HBI
3/13/2024,2,South,HBI
3/13/2024,10,South,KCI
3/13/2024,1,East,DGP
3/13/2024,50,South,KCI
3/13/2024,15,South,KCI
3/13/2024,30,South,KCI
3/13/2024,25,South,KCI
3/13/2024,18,South,KCI
3/13/2024,5,South,KCI
3/13/2024,5,South,KCI
3/14/2024,25,South,KCI
3/14/2024,25,South,KCI
3/14/2024,5,South,KCI
3/14/2024,20,South,KCI
3/14/2024,10,South,KCI
3/14/2024,10,South,KCI
3/14/2024,8,South,KCI
3/14/2024,5,South,HBI
3/15/2024,130,South,KCI
3/15/2024,5,South,HBI
3/16/2024,100,South,KCI
3/16/2024,50,South,KCI
3/16/2024,25,South,KCI
3/16/2024,2,North,GRN
3/16/2024,1,South,HBI
3/16/2024,1,North,LKW
3/16/2024,20,South,KCI
3/16/2024,20,South,KCI
3/16/2024,20,South,KCI
3/16/2024,20,South,KCI
3/16/2024,20,South,KCI
3/16/2024,25,South,KCI
3/17/2024,10,South,KCI
3/17/2024,20,South,HBI
3/17/2024,5,South,HBI
3/17/2024,10,South,KCI
3/17/2024,1,North,JMU
3/17/2024,100,South,KCI
3/17/2024,20,South,KCI
3/17/2024,2,South,KCI
3/17/2024,20,South,KCI
3/17/2024,20,South,KCI
3/17/2024,10,South,KCI
3/17/2024,20,South,KCI
3/17/2024,20,South,MDI
3/17/2024,5,South,MDI
3/17/2024,5,South,HBI
3/18/2024,30,North,GZB
3/18/2024,25,South,KCI
3/18/2024,25,South,KCI
3/18/2024,10,South,KCI
3/18/2024,2,East,DGP
3/18/2024,50,South,KCI
3/18/2024,50,South,KCI
3/18/2024,20,South,KCI
3/18/2024,20,South,KCI
3/18/2024,20,South,KCI
3/18/2024,20,South,KCI
3/18/2024,40,South,KCI
3/18/2024,15,South,KCI
3/18/2024,20,South,KCI
3/19/2024,2,East,DGP
3/19/2024,20,North,LKW
3/19/2024,20,South,KCI
3/19/2024,20,South,KCI
3/19/2024,10,South,KCI
3/19/2024,1,East,DGP
3/19/2024,1,South,HBI
3/19/2024,20,South,KCI
3/19/2024,20,South,KCI
3/19/2024,10,South,KCI
3/19/2024,10,East,DGP
3/19/2024,10,East,DGP
3/19/2024,20,South,KCI
3/19/2024,5,South,KCI
3/19/2024,20,South,KCI
3/19/2024,5,West,PNE
3/20/2024,1,West,PNE
3/20/2024,5,South,KCI
3/20/2024,150,South,KCI
3/20/2024,50,South,KCI
3/20/2024,1,East,DGP
3/20/2024,5,South,HBI
3/20/2024,2,South,HBI
3/20/2024,100,South,KCI
3/20/2024,20,South,KCI
3/20/2024,15,South,KCI
3/21/2024,2,South,HBI
3/21/2024,20,South,KCI
3/21/2024,10,South,KCI
3/21/2024,3,North,DLI
3/21/2024,2,North,DLI
3/21/2024,20,South,KCI
3/21/2024,5,South,KCI
3/21/2024,60,South,KCI
3/21/2024,1,West,PNE
3/21/2024,15,South,KCI
3/22/2024,20,South,KCI
3/22/2024,20,South,KCI
3/22/2024,20,South,KCI
3/22/2024,20,South,KCI
3/22/2024,10,East,DGP
3/22/2024,5,South,MDI
3/22/2024,20,South,KCI
3/22/2024,20,South,KCI
3/22/2024,20,South,KCI
3/22/2024,10,South,KCI
3/23/2024,1,South,MDI
3/23/2024,2,East,DGP
3/23/2024,2,East,DGP
3/23/2024,10,South,MDI
3/23/2024,10,South,MDI
3/23/2024,17,South,KCI
3/23/2024,5,South,MDI
3/23/2024,5,South,KCI
3/23/2024,3,South,KCI
3/24/2024,10,South,KCI
3/26/2024,19,South,KCI
3/26/2024,20,South,KCI
3/26/2024,10,North,DLI
3/26/2024,2,North,DLI
3/26/2024,5,North,JMU
3/26/2024,30,North,JMU
3/26/2024,3,North,JMU
3/26/2024,20,East,DGP
3/26/2024,10,East,DGP
3/26/2024,20,East,DGP
3/26/2024,20,East,DGP
3/26/2024,20,East,DGP
3/26/2024,20,East,DGP
3/26/2024,20,East,DGP
3/26/2024,20,East,DGP
3/26/2024,20,East,DGP
3/26/2024,15,North,DLI
3/26/2024,5,North,DLI
3/26/2024,5,North,DLI
3/27/2024,10,South,KCI
3/27/2024,5,South,KCI
3/27/2024,5,South,MDI
3/27/2024,7,South,KCI
3/27/2024,15,West,PNE
3/27/2024,1,South,KCI
3/27/2024,5,South,KCI
3/27/2024,5,East,DGP
3/28/2024,10,South,KCI
3/28/2024,15,South,KCI
3/28/2024,15,South,KCI
3/28/2024,10,East,DGP
3/28/2024,5,West,PNE
3/28/2024,1,North,JPR
3/29/2024,20,North,JMU
3/29/2024,10,North,JMU
3/30/2024,10,North,JMU
4/8/2023,1,East,PTA
4/22/2023,10,West,PNE
4/22/2023,20,West,PNE
4/22/2023,20,West,PNE
4/22/2023,10,West,PNE
4/22/2023,20,West,PNE
4/22/2023,20,West,PNE
4/22/2023,20,West,PNE
4/22/2023,10,West,PNE
4/22/2023,20,West,PNE
4/22/2023,10,West,PNE
4/22/2023,5,West,PNE
4/22/2023,5,West,PNE
4/22/2023,5,West,PNE
4/25/2023,5,West,PNE
4/28/2023,20,West,PNE
4/28/2023,20,West,PNE
4/28/2023,20,West,PNE
4/28/2023,20,West,PNE
4/28/2023,10,West,PNE
4/28/2023,20,West,PNE
4/28/2023,20,West,PNE
4/28/2023,10,West,PNE
4/28/2023,20,West,PNE
4/28/2023,20,West,PNE
4/28/2023,20,West,PNE
4/28/2023,20,West,PNE
4/28/2023,20,West,PNE
4/28/2023,20,West,PNE
4/28/2023,20,West,PNE
4/28/2023,15,West,PNE
4/30/2023,5,West,PNE
4/8/2023,1,West,PNE
4/10/2023,10,South,HBI
4/10/2023,20,South,HBI
4/10/2023,10,South,HBI
4/10/2023,5,South,HBI
4/12/2023,5,South,HBI
4/12/2023,5,South,HBI
4/12/2023,5,South,HBI
4/12/2023,5,South,HBI
4/12/2023,5,South,HBI
4/12/2023,5,South,HBI
4/12/2023,22,South,HBI
4/12/2023,25,South,HBI
4/12/2023,5,South,HBI
4/13/2023,25,South,HBI
4/13/2023,3,South,HBI
4/14/2023,3,South,HBI
4/14/2023,1,South,HBI
4/14/2023,6,South,HBI
4/15/2023,4,South,HBI
4/17/2023,10,South,HBI
4/17/2023,5,South,HBI
4/19/2023,2,South,HBI
4/12/2023,30,South,KCI
4/12/2023,5,South,KCI
4/13/2023,10,South,KCI
4/13/2023,1,South,KCI
4/13/2023,20,South,KCI
4/14/2023,25,South,KCI
4/14/2023,50,South,KCI
4/14/2023,50,South,KCI
4/14/2023,50,South,KCI
4/14/2023,15,South,KCI
4/14/2023,5,South,KCI
4/14/2023,5,South,KCI
4/14/2023,5,South,KCI
4/14/2023,10,South,KCI
4/14/2023,10,South,KCI
4/15/2023,5,South,KCI
4/15/2023,5,South,KCI
4/15/2023,5,South,KCI
4/15/2023,5,South,KCI
4/15/2023,5,South,KCI
4/15/2023,15,South,KCI
4/15/2023,5,South,KCI
4/17/2023,10,South,KCI
4/17/2023,5,South,KCI
4/17/2023,15,South,KCI
4/17/2023,25,South,KCI
4/17/2023,20,South,KCI
4/17/2023,10,South,KCI
4/17/2023,5,South,KCI
4/17/2023,5,South,KCI
4/17/2023,3,South,KCI
4/17/2023,10,South,KCI
4/17/2023,5,South,KCI
4/17/2023,5,South,KCI
4/17/2023,25,South,KCI
4/17/2023,25,South,KCI
4/17/2023,25,South,KCI
4/17/2023,5,South,KCI
4/17/2023,5,South,KCI
4/18/2023,10,South,KCI
4/18/2023,10,South,KCI
4/18/2023,20,South,KCI
4/19/2023,10,South,KCI
4/19/2023,15,South,KCI
4/19/2023,15,South,KCI
4/19/2023,20,South,KCI
4/19/2023,5,South,KCI
4/19/2023,10,South,KCI
4/20/2023,1,South,KCI
4/20/2023,15,South,KCI
4/13/2023,25,South,KCI
4/13/2023,25,South,KCI
4/13/2023,50,South,KCI
4/13/2023,25,South,KCI
4/13/2023,25,South,KCI
4/13/2023,75,South,KCI
4/14/2023,5,South,KCI
4/14/2023,5,South,KCI
4/14/2023,5,South,KCI
4/14/2023,5,South,KCI
4/14/2023,5,South,KCI
4/14/2023,5,South,KCI
4/14/2023,2,South,KCI
4/14/2023,3,South,KCI
4/14/2023,5,South,KCI
4/14/2023,5,South,KCI
4/17/2023,25,South,KCI
4/17/2023,5,South,KCI
4/17/2023,15,South,KCI
4/18/2023,2,South,KCI
4/11/2023,5,South,MDI
4/11/2023,3,South,MDI
4/11/2023,3,South,MDI
4/11/2023,5,South,MDI
4/11/2023,3,South,MDI
4/28/2023,60,South,MDI
4/28/2023,15,South,MDI
4/29/2023,40,South,MDI
4/28/2023,2,South,MDI
4/28/2023,2,South,MDI
4/28/2023,2,South,MDI
4/28/2023,4,South,MDI
4/28/2023,1,South,MDI
4/28/2023,1,South,MDI
4/28/2023,2,South,MDI
4/28/2023,2,South,MDI
4/28/2023,3,South,MDI
4/28/2023,2,South,MDI
4/28/2023,3,South,MDI
4/28/2023,5,South,MDI
4/28/2023,2,South,MDI
4/28/2023,1,South,MDI
4/28/2023,1,South,MDI
4/28/2023,4,South,MDI
4/28/2023,3,South,MDI
4/28/2023,3,South,MDI
4/28/2023,3,South,MDI
4/28/2023,2,South,MDI
4/28/2023,4,South,MDI
4/28/2023,3,South,MDI
4/28/2023,3,South,MDI
4/29/2023,20,South,MDI
4/30/2023,2,South,MDI
4/30/2023,1,South,MDI
4/30/2023,4,South,MDI
4/3/2023,50,West,PNE
4/3/2023,75,West,PNE
4/3/2023,75,West,PNE
4/3/2023,50,West,PNE
4/7/2023,95,South,KCI
4/7/2023,50,South,KCI
4/7/2023,90,South,KCI
4/7/2023,60,South,KCI
4/7/2023,150,South,KCI
4/8/2023,50,South,HBI
4/8/2023,100,South,HBI
4/10/2023,50,South,MDI
4/11/2023,50,South,MDI
4/11/2023,120,South,KCI
4/11/2023,30,South,KCI
4/12/2023,120,South,KCI
4/12/2023,30,South,KCI
4/12/2023,75,South,KCI
4/12/2023,75,South,KCI
4/12/2023,75,South,KCI
4/12/2023,75,South,KCI
4/12/2023,120,South,KCI
4/12/2023,120,South,HBI
4/12/2023,20,South,HBI
4/12/2023,25,West,PNE
4/12/2023,150,South,KCI
4/12/2023,150,South,KCI
4/13/2023,76,South,MDI
4/13/2023,75,South,KCI
4/13/2023,75,South,KCI
4/13/2023,120,North,GRN
4/13/2023,30,North,GRN
4/13/2023,75,South,KCI
4/13/2023,120,North,DLI
4/13/2023,30,North,DLI
4/14/2023,25,North,JPR
4/14/2023,40,South,MDI
4/14/2023,20,South,MDI
4/14/2023,75,South,KCI
4/14/2023,75,South,KCI
4/21/2023,90,South,KCI
4/21/2023,86,South,KCI
4/23/2023,68,South,HBI
4/23/2023,68,South,HBI
4/23/2023,67,South,HBI
4/23/2023,75,South,KCI
4/23/2023,67,South,HBI
4/23/2023,120,South,KCI
4/23/2023,10,South,KCI
4/23/2023,75,South,KCI
4/24/2023,120,South,KCI
4/24/2023,30,South,KCI
4/24/2023,130,South,KCI
4/24/2023,20,South,KCI
4/24/2023,130,South,KCI
4/24/2023,20,South,KCI
4/24/2023,130,South,KCI
4/24/2023,20,South,KCI
4/24/2023,70,South,KCI
4/24/2023,70,South,KCI
4/24/2023,70,South,KCI
4/24/2023,70,South,KCI
4/24/2023,130,South,HBI
4/24/2023,20,South,HBI
4/24/2023,75,South,KCI
4/24/2023,65,South,KCI
4/25/2023,130,South,HBI
4/25/2023,20,South,HBI
4/25/2023,75,South,HBI
4/25/2023,75,South,HBI
4/25/2023,65,South,HBI
4/25/2023,65,South,HBI
4/25/2023,100,South,KCI
4/25/2023,75,South,KCI
4/25/2023,130,South,HBI
4/25/2023,20,South,HBI
4/25/2023,75,South,KCI
4/25/2023,75,South,KCI
4/26/2023,70,South,KCI
4/26/2023,66,South,KCI
4/26/2023,60,South,KCI
4/26/2023,60,South,KCI
4/27/2023,60,West,PNE
4/28/2023,45,North,DLI
4/28/2023,10,North,GZB
4/30/2023,120,South,HBI
4/30/2023,120,South,HBI
4/30/2023,20,South,HBI
4/30/2023,120,South,KCI
4/30/2023,30,South,KCI
4/30/2023,75,South,KCI
4/30/2023,75,South,KCI
4/30/2023,75,South,KCI
4/30/2023,75,South,KCI
4/30/2023,75,South,KCI
4/30/2023,75,South,KCI
4/30/2023,15,South,KCI
4/30/2023,30,West,PNE
4/30/2023,85,South,KCI
4/30/2023,20,East,DGP
4/30/2023,120,North,GZB
4/30/2023,30,North,GZB
4/30/2023,110,North,DLI
4/30/2023,20,West,PNE
4/30/2023,120,North,DLI
4/30/2023,30,North,DLI
4/30/2023,60,North,DLI
5/13/2023,7,East,DGP
5/15/2023,13,East,DGP
5/20/2023,1,East,DGP
5/30/2023,20,East,DGP
5/30/2023,20,East,DGP
5/30/2023,20,East,DGP
5/30/2023,20,East,DGP
5/30/2023,20,East,DGP
5/15/2023,15,West,PNE
5/16/2023,4,West,PNE
5/17/2023,1,West,PNE
5/19/2023,5,West,PNE
5/19/2023,3,West,PNE
5/19/2023,3,West,PNE
5/22/2023,8,West,PNE
5/22/2023,2,West,PNE
5/24/2023,5,West,PNE
5/24/2023,20,West,PNE
5/24/2023,20,West,PNE
5/27/2023,8,West,PNE
5/28/2023,2,West,PNE
5/30/2023,20,West,PNE
5/30/2023,5,West,PNE
5/18/2023,20,West,PNE
5/18/2023,20,West,PNE
5/18/2023,20,West,PNE
5/19/2023,2,West,PNE
5/22/2023,5,West,PNE
5/24/2023,20,West,PNE
5/25/2023,3,West,PNE
5/25/2023,5,West,PNE
5/30/2023,5,West,PNE
5/30/2023,3,North,JMU
5/25/2023,15,North,JMU
5/25/2023,5,North,JMU
5/26/2023,15,North,JMU
5/26/2023,25,North,JMU
5/30/2023,5,North,JMU
5/30/2023,2,North,JMU
5/26/2023,10,North,GRN
5/28/2023,15,North,GRN
5/28/2023,5,North,GRN
5/28/2023,5,North,GRN
5/30/2023,15,North,GRN
5/30/2023,20,North,GRN
5/30/2023,5,North,GRN
5/30/2023,10,North,GRN
5/11/2023,3,North,LKW
5/11/2023,2,North,LKW
5/30/2023,5,North,LKW
5/9/2023,30,South,HBI
5/9/2023,15,South,HBI
5/11/2023,10,South,HBI
5/12/2023,30,South,HBI
5/13/2023,14,South,HBI
5/13/2023,30,South,HBI
5/13/2023,15,South,HBI
5/15/2023,10,South,HBI
5/16/2023,5,South,HBI
5/16/2023,5,South,HBI
5/17/2023,10,South,HBI
5/17/2023,3,South,HBI
5/19/2023,5,South,HBI
5/20/2023,25,South,HBI
5/22/2023,20,South,HBI
5/24/2023,5,South,HBI
5/25/2023,25,South,HBI
5/25/2023,20,South,HBI
5/26/2023,10,South,HBI
5/26/2023,10,South,HBI
5/26/2023,10,South,HBI
5/26/2023,5,South,HBI
5/26/2023,1,South,HBI
5/27/2023,2,South,HBI
5/27/2023,2,South,HBI
5/27/2023,4,South,HBI
5/27/2023,4,South,HBI
5/27/2023,2,South,HBI
5/27/2023,1,South,HBI
5/27/2023,3,South,HBI
5/27/2023,2,South,HBI
5/27/2023,2,South,HBI
5/27/2023,1,South,HBI
5/27/2023,2,South,HBI
5/27/2023,1,South,HBI
5/27/2023,1,South,HBI
5/27/2023,5,South,HBI
5/27/2023,5,South,HBI
5/27/2023,5,South,HBI
5/27/2023,5,South,HBI
5/27/2023,5,South,HBI
5/27/2023,5,South,HBI
5/27/2023,2,South,HBI
5/27/2023,5,South,HBI
5/27/2023,10,South,HBI
5/28/2023,5,South,HBI
5/28/2023,3,South,HBI
5/28/2023,5,South,HBI
5/28/2023,5,South,HBI
5/28/2023,10,South,HBI
