Invoice Date,Invoice Quantity,Sales Zone,Sales Location
12/14/2023,25,East,DGP
12/14/2023,12,North,JMU
12/14/2023,15,North,JMU
12/14/2023,15,North,JMU
12/14/2023,3,North,JMU
12/14/2023,200,East,DGP
12/14/2023,200,East,DGP
12/14/2023,200,East,DGP
12/14/2023,200,East,DGP
12/14/2023,20,South,KCI
12/14/2023,20,North,JMU
12/14/2023,25,East,DGP
12/14/2023,25,East,DGP
12/14/2023,25,East,DGP
12/14/2023,25,East,DGP
12/14/2023,25,East,DGP
12/14/2023,25,East,DGP
12/14/2023,1,North,JPR
12/14/2023,5,South,KCI
12/14/2023,50,North,JPR
12/14/2023,50,East,DGP
12/14/2023,200,East,DGP
12/15/2023,5,West,PNE
12/15/2023,5,East,PTA
12/15/2023,15,East,DGP
12/15/2023,15,East,DGP
12/15/2023,20,East,DGP
12/15/2023,20,North,JPR
12/15/2023,20,North,JPR
12/15/2023,20,North,JPR
12/15/2023,20,North,JPR
12/15/2023,20,North,JPR
12/15/2023,20,North,JPR
12/15/2023,20,North,JPR
12/15/2023,9,South,KCI
12/15/2023,40,North,JMU
12/15/2023,30,North,JMU
12/15/2023,14,North,JMU
12/15/2023,20,East,DGP
12/15/2023,20,East,DGP
12/15/2023,20,East,DGP
12/15/2023,20,North,JMU
12/15/2023,20,North,JMU
12/15/2023,20,North,JMU
12/15/2023,20,North,GRN
12/15/2023,60,North,GRN
12/15/2023,20,North,JPR
12/15/2023,20,North,JPR
12/15/2023,20,North,JPR
12/15/2023,5,North,JPR
12/15/2023,20,East,DGP
12/15/2023,20,East,DGP
12/15/2023,20,East,DGP
12/15/2023,15,North,JMU
12/15/2023,120,East,DGP
12/15/2023,80,East,DGP
12/15/2023,20,North,DLI
12/15/2023,20,North,DLI
12/15/2023,20,North,DLI
12/15/2023,20,North,DLI
12/15/2023,20,North,DLI
12/15/2023,20,North,DLI
12/15/2023,20,North,JPR
12/15/2023,20,North,JPR
12/15/2023,16,North,JPR
12/15/2023,20,North,JPR
12/15/2023,30,North,JMU
12/15/2023,30,North,JMU
12/15/2023,30,North,JMU
12/15/2023,20,North,JMU
12/15/2023,40,East,DGP
12/15/2023,120,East,DGP
12/15/2023,40,East,DGP
12/15/2023,15,South,HBI
12/15/2023,15,North,JMU
12/15/2023,60,East,DGP
12/15/2023,20,North,DLI
12/15/2023,20,North,DLI
12/15/2023,20,North,DLI
12/15/2023,20,North,DLI
12/15/2023,20,North,DLI
12/15/2023,10,North,DLI
12/15/2023,20,North,DLI
12/15/2023,30,North,JMU
12/15/2023,30,North,JMU
12/15/2023,6,East,PTA
12/15/2023,20,North,DLI
12/15/2023,10,North,DLI
12/15/2023,20,North,DLI
12/15/2023,15,North,GZB
12/15/2023,20,North,GZB
12/15/2023,50,South,KCI
12/15/2023,20,North,JPR
12/15/2023,10,North,JPR
12/15/2023,20,North,JPR
12/15/2023,30,North,JMU
12/15/2023,30,North,JMU
12/15/2023,30,North,JMU
12/15/2023,60,East,DGP
12/15/2023,1,South,HBI
12/15/2023,2,South,HBI
12/15/2023,5,North,GZB
12/15/2023,30,North,JMU
12/15/2023,150,East,DGP
12/15/2023,100,North,DLI
12/15/2023,41,South,KCI
12/15/2023,60,North,GRN
12/15/2023,30,North,JMU
12/15/2023,30,North,JMU
12/15/2023,8,North,JPR
12/15/2023,10,North,JPR
12/15/2023,60,East,DGP
12/15/2023,25,North,GRN
12/15/2023,25,North,GRN
12/15/2023,25,North,GRN
12/15/2023,25,North,GRN
12/15/2023,20,North,JMU
12/15/2023,16,North,JMU
12/15/2023,60,East,DGP
12/15/2023,40,East,DGP
12/15/2023,2,South,HBI
12/15/2023,10,North,GRN
12/15/2023,50,North,GRN
12/15/2023,50,North,GRN
12/15/2023,15,West,PNE
12/15/2023,3,South,KCI
12/15/2023,2,West,PNE
12/16/2023,2,South,HBI
12/16/2023,20,North,DLI
12/16/2023,6,North,DLI
12/16/2023,20,North,DLI
12/16/2023,7,North,DLI
12/16/2023,120,East,DGP
12/16/2023,120,East,DGP
12/16/2023,15,East,DGP
12/16/2023,150,North,DLI
12/16/2023,20,North,JMU
12/16/2023,20,North,JMU
12/16/2023,20,North,JMU
12/16/2023,30,North,JMU
12/16/2023,150,North,DLI
12/16/2023,200,East,DGP
12/16/2023,95,East,DGP
12/16/2023,200,East,DGP
12/16/2023,40,North,JMU
12/16/2023,10,North,JMU
12/16/2023,25,North,JMU
12/16/2023,50,East,DGP
12/16/2023,75,East,PTA
12/16/2023,40,North,JMU
12/16/2023,40,North,JMU
12/16/2023,19,North,JMU
12/16/2023,25,East,DGP
12/16/2023,50,North,JPR
12/16/2023,1,North,JPR
12/16/2023,1,South,MDI
12/16/2023,2,South,HBI
12/17/2023,15,South,HBI
12/17/2023,1,South,HBI
12/17/2023,25,East,DGP
12/18/2023,20,North,JMU
12/18/2023,30,North,JMU
12/18/2023,30,North,JMU
12/18/2023,40,North,JMU
12/18/2023,120,East,DGP
12/18/2023,60,East,DGP
12/18/2023,25,North,GZB
12/18/2023,50,North,GZB
12/18/2023,58,North,GZB
12/18/2023,25,North,GZB
12/18/2023,15,South,KCI
12/18/2023,10,South,KCI
12/18/2023,15,South,KCI
12/18/2023,10,South,KCI
12/18/2023,10,South,KCI
12/18/2023,10,South,KCI
12/18/2023,10,South,KCI
12/18/2023,15,South,KCI
12/18/2023,10,South,KCI
12/18/2023,10,South,KCI
12/18/2023,5,South,KCI
12/18/2023,10,South,KCI
12/18/2023,10,South,KCI
12/18/2023,10,South,KCI
12/18/2023,5,South,KCI
12/18/2023,10,South,KCI
12/18/2023,8,East,DGP
12/18/2023,10,North,JMU
12/18/2023,15,South,KCI
12/18/2023,5,South,KCI
12/18/2023,10,South,KCI
12/18/2023,80,East,DGP
12/18/2023,20,East,PTA
12/18/2023,20,East,PTA
12/18/2023,10,South,KCI
12/18/2023,5,South,KCI
12/18/2023,15,South,KCI
12/18/2023,15,South,KCI
12/18/2023,10,South,KCI
12/18/2023,10,South,KCI
12/18/2023,10,South,KCI
12/18/2023,10,South,KCI
12/18/2023,5,South,KCI
12/18/2023,5,South,KCI
12/18/2023,5,South,KCI
12/18/2023,10,South,KCI
12/18/2023,5,South,KCI
12/18/2023,5,South,KCI
12/18/2023,5,South,KCI
12/18/2023,1,South,KCI
12/18/2023,1,South,KCI
12/18/2023,10,South,KCI
12/18/2023,5,South,KCI
12/18/2023,20,West,PNE
12/18/2023,18,South,KCI
12/18/2023,15,South,KCI
12/18/2023,10,South,KCI
12/18/2023,1,South,KCI
12/18/2023,10,South,KCI
12/19/2023,27,East,DGP
12/19/2023,8,East,DGP
12/19/2023,10,South,KCI
12/19/2023,25,East,DGP
12/19/2023,25,East,DGP
12/19/2023,10,East,DGP
12/19/2023,10,South,KCI
12/19/2023,5,South,KCI
12/19/2023,3,South,KCI
12/19/2023,3,South,KCI
12/19/2023,20,North,JMU
12/19/2023,20,North,JPR
12/19/2023,20,North,JPR
12/19/2023,20,North,JPR
12/19/2023,20,North,JPR
12/19/2023,20,North,JPR
12/19/2023,35,South,KCI
12/19/2023,20,West,PNE
12/20/2023,20,North,DLI
12/20/2023,10,North,DLI
12/20/2023,20,North,DLI
12/20/2023,20,North,DLI
12/20/2023,25,East,DGP
12/20/2023,15,East,DGP
12/20/2023,25,East,DGP
12/20/2023,25,East,DGP
12/20/2023,25,East,DGP
12/20/2023,20,North,JPR
12/20/2023,20,North,JPR
12/20/2023,20,North,DLI
12/20/2023,3,North,DLI
12/20/2023,20,North,DLI
12/20/2023,20,North,DLI
12/20/2023,15,North,JMU
12/20/2023,15,North,JMU
12/20/2023,1,North,JPR
12/20/2023,14,North,DLI
12/20/2023,20,North,DLI
12/20/2023,13,North,DLI
12/20/2023,9,North,JMU
12/20/2023,1,North,JMU
12/20/2023,15,North,GRN
12/20/2023,10,North,DLI
12/20/2023,3,East,DGP
12/20/2023,25,East,DGP
12/20/2023,25,East,DGP
12/20/2023,25,East,DGP
12/20/2023,15,North,LKW
12/20/2023,110,North,DLI
12/20/2023,100,North,JPR
12/21/2023,10,North,DLI
12/21/2023,10,North,JPR
12/21/2023,20,North,JPR
12/21/2023,5,North,LKW
12/21/2023,94,North,GRN
12/21/2023,110,North,GRN
12/21/2023,50,North,GRN
12/21/2023,40,East,DGP
12/21/2023,20,North,JPR
12/21/2023,28,East,DGP
12/21/2023,70,East,DGP
12/21/2023,25,East,DGP
12/21/2023,10,South,KCI
12/21/2023,10,South,KCI
12/21/2023,5,South,KCI
12/21/2023,10,South,KCI
12/21/2023,50,North,GZB
12/21/2023,15,East,DGP
12/21/2023,25,East,DGP
12/21/2023,21,East,DGP
12/21/2023,25,East,DGP
12/21/2023,20,North,JPR
12/21/2023,10,South,KCI
12/21/2023,5,South,KCI
12/21/2023,5,South,KCI
12/21/2023,10,South,KCI
12/21/2023,10,South,KCI
12/21/2023,10,South,KCI
12/21/2023,35,North,GRN
12/21/2023,35,North,GRN
12/21/2023,10,North,GRN
12/21/2023,70,North,GRN
12/21/2023,8,North,JMU
12/21/2023,10,North,JMU
12/21/2023,100,North,JMU
12/21/2023,2,East,DGP
12/21/2023,25,East,DGP
12/21/2023,25,East,DGP
12/21/2023,26,East,DGP
12/21/2023,20,North,LKW
12/21/2023,25,East,DGP
12/21/2023,5,South,KCI
12/21/2023,10,South,KCI
12/21/2023,10,East,DGP
12/21/2023,1,South,MDI
12/21/2023,10,South,KCI
12/21/2023,10,South,KCI
12/21/2023,10,South,KCI
12/21/2023,10,South,KCI
12/21/2023,10,South,KCI
12/21/2023,15,South,KCI
12/21/2023,15,North,JPR
12/21/2023,20,North,JPR
12/21/2023,110,North,JPR
12/21/2023,90,North,JPR
12/21/2023,120,North,JPR
12/21/2023,84,North,JPR
12/21/2023,20,North,LKW
12/21/2023,50,North,GRN
12/21/2023,30,North,GRN
12/21/2023,120,North,JMU
12/21/2023,30,North,JMU
12/21/2023,50,North,LKW
12/21/2023,20,North,LKW
12/21/2023,17,North,GRN
12/21/2023,10,North,GRN
12/21/2023,54,North,LKW
12/21/2023,21,North,LKW
12/21/2023,10,West,PNE
12/21/2023,7,North,GRN
12/21/2023,1,North,GRN
12/21/2023,8,North,GRN
12/21/2023,50,North,LKW
12/21/2023,25,North,LKW
12/21/2023,20,West,PNE
12/21/2023,10,North,GRN
12/21/2023,40,North,GRN
12/21/2023,10,North,GRN
12/21/2023,7,North,GRN
12/21/2023,40,North,GRN
12/21/2023,40,North,GRN
12/21/2023,20,West,PNE
12/21/2023,20,West,PNE
12/21/2023,10,West,PNE
12/21/2023,150,North,JMU
12/22/2023,20,North,DLI
12/22/2023,10,North,DLI
12/22/2023,20,North,DLI
12/22/2023,2,North,DLI
12/22/2023,20,North,DLI
12/22/2023,20,North,DLI
12/22/2023,20,North,DLI
12/22/2023,20,North,DLI
12/22/2023,20,North,DLI
12/22/2023,30,North,LKW
12/22/2023,2,South,KCI
12/22/2023,10,North,DLI
12/22/2023,20,North,DLI
12/22/2023,13,North,DLI
12/22/2023,1,North,JPR
12/22/2023,4,South,MDI
12/22/2023,5,North,GRN
12/22/2023,1,South,MDI
12/22/2023,20,North,JPR
12/22/2023,120,North,JPR
12/22/2023,120,North,GZB
12/22/2023,55,North,GZB
12/22/2023,120,North,DLI
12/22/2023,30,North,DLI
12/22/2023,90,North,JMU
12/22/2023,60,North,JMU
12/22/2023,150,North,JPR
12/22/2023,20,West,PNE
12/22/2023,20,West,PNE
12/22/2023,150,East,DGP
12/22/2023,200,North,JMU
12/22/2023,200,North,JMU
12/22/2023,50,North,JMU
12/22/2023,120,North,JPR
12/22/2023,30,North,JPR
12/22/2023,120,North,JMU
12/22/2023,30,North,JMU
12/22/2023,75,East,DGP
12/22/2023,20,East,DGP
12/22/2023,20,East,DGP
12/22/2023,20,East,DGP
12/22/2023,20,East,DGP
12/22/2023,20,East,DGP
12/22/2023,20,East,DGP
12/22/2023,20,East,DGP
12/22/2023,20,East,DGP
12/22/2023,25,South,MDI
12/22/2023,20,East,DGP
12/22/2023,22,East,DGP
12/22/2023,20,East,DGP
12/22/2023,30,North,LKW
12/22/2023,20,North,LKW
12/22/2023,20,East,DGP
12/22/2023,20,East,DGP
12/22/2023,20,East,DGP
12/23/2023,110,North,DLI
12/23/2023,13,South,MDI
12/23/2023,3,South,MDI
12/23/2023,20,North,DLI
12/23/2023,20,North,DLI
12/23/2023,10,South,KCI
12/23/2023,1,South,MDI
12/23/2023,1,South,MDI
12/23/2023,20,South,MDI
12/23/2023,1,East,DGP
12/23/2023,2,East,DGP
12/23/2023,1,East,DGP
12/23/2023,135,East,DGP
12/23/2023,10,West,PNE
12/23/2023,2,West,PNE
12/23/2023,1,South,MDI
12/24/2023,100,North,DLI
12/24/2023,25,North,DLI
12/24/2023,15,North,DLI
12/24/2023,12,North,DLI
12/24/2023,10,North,DLI
12/24/2023,12,North,DLI
12/24/2023,20,North,DLI
12/24/2023,6,North,DLI
12/24/2023,75,North,DLI
12/24/2023,65,North,DLI
12/25/2023,10,North,JPR
12/25/2023,10,North,JPR
12/25/2023,10,North,JPR
12/25/2023,5,North,GRN
12/25/2023,20,North,JMU
12/25/2023,20,North,JMU
12/25/2023,20,North,JMU
12/25/2023,50,North,JPR
12/25/2023,47,North,JMU
12/25/2023,25,North,GRN
12/25/2023,50,North,GRN
12/25/2023,8,North,JMU
12/25/2023,15,North,JMU
12/25/2023,25,North,GRN
12/25/2023,50,North,GRN
12/25/2023,20,North,GRN
12/25/2023,9,East,DGP
12/25/2023,50,North,JMU
12/25/2023,10,East,PTA
12/25/2023,1,South,HBI
12/26/2023,150,North,GRN
12/26/2023,150,North,GZB
12/26/2023,25,East,DGP
12/26/2023,25,East,DGP
12/26/2023,2,South,KCI
12/26/2023,20,North,LKW
12/26/2023,120,South,MDI
12/26/2023,120,East,DGP
12/26/2023,80,East,DGP
12/26/2023,120,East,DGP
12/26/2023,5,East,DGP
12/26/2023,10,North,LKW
12/26/2023,120,North,GZB
12/26/2023,5,North,GZB
12/26/2023,120,East,DGP
12/26/2023,80,East,DGP
12/26/2023,22,North,JMU
12/26/2023,3,North,JMU
12/26/2023,2,North,JPR
12/26/2023,25,North,GRN
12/26/2023,2,South,KCI
12/26/2023,4,North,LKW
12/27/2023,80,North,GRN
12/27/2023,1,East,DGP
12/27/2023,2,West,PNE
12/27/2023,3,South,HBI
12/27/2023,8,South,HBI
12/27/2023,2,South,HBI
12/27/2023,2,South,HBI
12/27/2023,5,South,KCI
12/27/2023,100,North,DLI
12/27/2023,13,East,DGP
12/27/2023,100,East,DGP
12/27/2023,50,East,DGP
12/27/2023,2,North,GRN
12/27/2023,21,North,LKW
12/28/2023,135,East,DGP
12/28/2023,204,North,DLI
12/28/2023,200,North,DLI
12/28/2023,40,South,MDI
12/28/2023,30,South,MDI
12/28/2023,5,North,GRN
12/28/2023,192,North,DLI
12/28/2023,14,South,MDI
12/28/2023,20,North,GRN
12/28/2023,20,West,PNE
12/28/2023,5,West,PNE
12/29/2023,18,South,KCI
12/29/2023,17,South,KCI
12/29/2023,80,North,GRN
12/29/2023,10,South,KCI
12/29/2023,5,South,KCI
12/29/2023,1,South,KCI
12/29/2023,6,South,KCI
12/29/2023,5,South,KCI
12/29/2023,1,South,KCI
12/29/2023,120,North,GZB
12/29/2023,5,North,GZB
12/29/2023,25,North,GRN
12/29/2023,20,North,GRN
12/29/2023,3,North,JMU
12/29/2023,12,North,JMU
12/29/2023,1,West,PNE
12/29/2023,15,West,PNE
12/30/2023,1,North,LKW
12/30/2023,5,West,PNE
12/30/2023,1,North,JPR
12/30/2023,20,South,KCI
12/30/2023,5,East,PTA
12/30/2023,18,East,PTA
12/30/2023,4,South,KCI
12/30/2023,13,South,HBI
12/30/2023,15,South,MDI
12/30/2023,15,South,MDI
12/30/2023,20,North,JPR
12/30/2023,7,North,JPR
12/30/2023,10,South,MDI
12/30/2023,5,South,MDI
12/30/2023,14,North,JPR
12/30/2023,12,West,PNE
12/30/2023,2,South,MDI
12/30/2023,2,South,MDI
12/30/2023,3,South,MDI
12/30/2023,20,South,MDI
12/30/2023,5,South,MDI
12/30/2023,3,South,MDI
12/30/2023,10,South,MDI
12/30/2023,5,South,MDI
12/30/2023,5,South,HBI
12/30/2023,10,South,MDI
12/30/2023,10,South,MDI
12/30/2023,1,South,HBI
12/30/2023,10,South,MDI
12/30/2023,10,South,MDI
12/30/2023,1,South,HBI
12/30/2023,1,South,HBI
12/30/2023,2,South,MDI
12/30/2023,3,South,MDI
12/30/2023,3,South,MDI
12/30/2023,2,South,MDI
12/30/2023,3,South,MDI
12/30/2023,2,South,MDI
12/30/2023,2,South,HBI
12/30/2023,2,South,HBI
12/31/2023,1,South,HBI
12/31/2023,2,South,HBI
12/31/2023,6,West,PNE
12/31/2023,5,West,PNE
12/31/2023,3,West,PNE
12/31/2023,10,South,MDI
12/31/2023,35,South,MDI
12/31/2023,10,South,MDI
1/9/2024,10,East,DGP
1/10/2024,9,East,DGP
1/10/2024,2,East,DGP
1/16/2024,10,East,DGP
1/16/2024,10,East,DGP
1/16/2024,10,East,DGP
1/16/2024,10,East,DGP
1/16/2024,10,East,DGP
1/16/2024,1,East,DGP
1/16/2024,9,East,DGP
1/20/2024,1,East,DGP
1/25/2024,20,East,DGP
1/25/2024,20,East,DGP
1/25/2024,20,East,DGP
1/25/2024,20,East,DGP
1/25/2024,20,East,DGP
1/25/2024,7,East,DGP
1/25/2024,20,East,DGP
1/25/2024,20,East,DGP
1/25/2024,20,East,DGP
1/25/2024,20,East,DGP
1/25/2024,20,East,DGP
1/25/2024,20,East,DGP
1/25/2024,20,East,DGP
1/25/2024,10,East,DGP
1/28/2024,58,East,DGP
1/28/2024,20,East,DGP
1/28/2024,20,East,DGP
1/29/2024,20,East,DGP
1/29/2024,20,East,DGP
1/29/2024,20,East,DGP
1/29/2024,20,East,DGP
1/29/2024,20,East,DGP
1/29/2024,20,East,DGP
1/29/2024,20,East,DGP
1/29/2024,20,East,DGP
1/29/2024,4,East,DGP
1/30/2024,10,East,DGP
1/30/2024,5,East,DGP
1/31/2024,7,East,DGP
1/13/2024,19,North,GZB
1/25/2024,11,East,DGP
1/25/2024,1,North,GZB
1/27/2024,10,East,DGP
1/27/2024,10,East,DGP
1/27/2024,5,East,DGP
1/28/2024,8,East,DGP
1/30/2024,1,East,DGP
1/30/2024,24,East,DGP
1/30/2024,24,East,DGP
1/31/2024,14,East,DGP
1/31/2024,28,East,DGP
1/12/2024,3,East,PTA
1/13/2024,3,East,PTA
1/15/2024,5,East,PTA
1/15/2024,1,East,PTA
1/15/2024,15,East,PTA
1/22/2024,5,East,PTA
1/15/2024,1,East,PTA
1/9/2024,10,West,PNE
1/10/2024,2,West,PNE
1/10/2024,3,West,PNE
1/11/2024,4,West,PNE
1/11/2024,3,West,PNE
1/15/2024,3,West,PNE
1/15/2024,5,West,PNE
1/17/2024,5,West,PNE
1/17/2024,17,West,PNE
1/17/2024,2,West,PNE
1/22/2024,2,West,PNE
1/23/2024,10,West,PNE
1/24/2024,5,North,GZB
1/28/2024,10,West,PNE
1/28/2024,4,West,PNE
1/29/2024,5,West,PNE
1/29/2024,3,West,PNE
1/15/2024,9,West,PNE
1/24/2024,5,West,PNE
1/28/2024,14,West,PNE
1/30/2024,15,West,PNE
1/13/2024,45,East,DGP
1/28/2024,20,South,MDI
1/28/2024,17,South,MDI
1/28/2024,20,South,MDI
1/28/2024,20,South,MDI
1/28/2024,20,South,MDI
1/28/2024,10,South,MDI
1/28/2024,20,South,MDI
1/28/2024,20,South,MDI
1/28/2024,20,South,MDI
1/28/2024,20,South,MDI
1/28/2024,15,South,MDI
1/11/2024,22,North,JMU
1/12/2024,30,North,JMU
1/12/2024,5,North,JMU
1/13/2024,30,North,JMU
1/13/2024,30,North,JMU
1/13/2024,20,North,JMU
1/15/2024,10,North,JMU
1/15/2024,3,North,JMU
1/15/2024,7,North,JMU
1/16/2024,26,North,JMU
1/16/2024,10,North,JMU
1/16/2024,10,North,JMU
1/16/2024,30,North,JMU
1/16/2024,10,North,JMU
1/17/2024,32,North,JMU
1/18/2024,2,North,JMU
1/27/2024,40,North,JMU
1/27/2024,25,North,JMU
1/27/2024,25,North,JMU
1/27/2024,40,North,JMU
1/28/2024,14,North,JMU
1/30/2024,40,North,JMU
1/30/2024,40,North,JMU
1/31/2024,18,North,JMU
1/31/2024,15,North,JMU
1/9/2024,5,North,DLI
1/9/2024,10,North,DLI
1/9/2024,10,North,DLI
1/9/2024,5,North,DLI
1/9/2024,4,North,DLI
1/9/2024,1,North,DLI
1/13/2024,20,North,DLI
1/13/2024,10,North,DLI
1/13/2024,20,North,DLI
1/13/2024,20,North,DLI
1/13/2024,10,North,DLI
1/13/2024,14,North,DLI
1/13/2024,15,North,DLI
1/13/2024,20,North,DLI
1/13/2024,20,North,DLI
1/15/2024,20,North,DLI
1/15/2024,20,North,DLI
1/15/2024,10,North,DLI
1/15/2024,14,North,DLI
1/15/2024,7,North,DLI
1/15/2024,13,North,DLI
1/15/2024,12,North,DLI
1/15/2024,3,North,DLI
1/15/2024,20,North,DLI
1/15/2024,10,North,DLI
1/15/2024,10,North,DLI
1/16/2024,1,North,DLI
1/18/2024,10,North,DLI
1/18/2024,15,North,DLI
1/19/2024,20,North,DLI
1/19/2024,20,North,DLI
1/19/2024,20,North,DLI
1/19/2024,15,North,DLI
1/27/2024,20,North,DLI
1/27/2024,5,North,DLI
1/27/2024,20,North,DLI
1/27/2024,5,North,DLI
1/31/2024,20,North,DLI
1/1/2024,1,North,GRN
1/10/2024,10,North,GRN
1/10/2024,30,North,GRN
1/10/2024,15,North,GRN
1/10/2024,27,North,GRN
1/12/2024,10,North,GRN
1/13/2024,9,North,GRN
1/13/2024,40,North,GRN
1/15/2024,60,North,GRN
1/15/2024,23,North,GRN
1/15/2024,5,North,GRN
1/15/2024,2,North,GRN
1/18/2024,30,North,GRN
1/24/2024,3,North,GRN
1/24/2024,29,North,GRN
1/28/2024,10,North,GRN
1/28/2024,15,North,GRN
1/29/2024,5,North,GRN
1/29/2024,45,North,GRN
1/30/2024,25,North,GRN
1/30/2024,25,North,GRN
1/30/2024,25,North,GRN
1/30/2024,25,North,GRN
1/30/2024,25,North,GRN
1/30/2024,25,North,GRN
1/30/2024,17,North,GRN
1/31/2024,20,North,GRN
1/31/2024,14,North,GRN
1/31/2024,15,North,GRN
1/31/2024,9,North,GRN
1/31/2024,15,North,GRN
1/31/2024,15,North,GRN
1/31/2024,2,North,GRN
1/31/2024,3,North,GRN
1/6/2024,50,North,GZB
1/6/2024,26,North,GZB
1/6/2024,10,North,GZB
1/6/2024,20,North,GZB
1/8/2024,20,North,GZB
1/8/2024,20,North,GZB
1/9/2024,1,North,GZB
1/10/2024,10,North,GZB
1/15/2024,28,North,GZB
1/18/2024,25,North,GZB
1/18/2024,13,North,GZB
1/18/2024,37,North,GZB
1/19/2024,15,North,GZB
1/19/2024,35,North,GZB
1/24/2024,2,North,GZB
1/27/2024,40,North,GZB
1/28/2024,10,North,GZB
1/30/2024,70,North,GZB
1/30/2024,30,North,GZB
1/30/2024,30,North,GZB
1/31/2024,12,North,GZB
1/10/2024,8,North,JPR
1/11/2024,20,North,JPR
1/11/2024,20,North,JPR
1/11/2024,20,North,JPR
1/11/2024,20,North,JPR
1/11/2024,20,North,JPR
1/11/2024,5,North,JPR
1/11/2024,20,North,JPR
1/11/2024,4,North,JPR
1/12/2024,20,North,JPR
1/12/2024,10,North,JPR
1/13/2024,20,North,JPR
1/13/2024,20,North,JPR
1/13/2024,10,North,JPR
1/16/2024,20,North,JPR
1/16/2024,20,North,JPR
1/16/2024,15,North,JPR
1/16/2024,20,North,JPR
1/16/2024,8,North,JPR
1/18/2024,12,North,JPR
1/18/2024,10,North,JPR
1/18/2024,2,North,JPR
1/18/2024,5,North,JPR
1/19/2024,10,North,JPR
1/19/2024,2,North,JPR
1/19/2024,1,North,JPR
1/20/2024,3,North,JPR
1/20/2024,2,North,JPR
1/24/2024,2,North,JPR
1/27/2024,3,North,JPR
1/27/2024,20,North,JPR
1/29/2024,10,North,JPR
1/29/2024,20,North,JPR
1/29/2024,20,North,JPR
1/30/2024,5,North,JPR
1/30/2024,20,North,JPR
1/31/2024,3,North,JPR
1/11/2024,20,North,LKW
1/12/2024,10,North,LKW
1/18/2024,19,North,LKW
1/19/2024,10,North,LKW
1/23/2024,2,North,LKW
1/27/2024,14,North,LKW
1/31/2024,5,North,LKW
1/31/2024,2,North,LKW
1/4/2024,4,South,HBI
1/8/2024,20,South,HBI
1/10/2024,1,South,HBI
1/10/2024,2,South,HBI
1/10/2024,2,South,HBI
1/10/2024,2,South,HBI
1/10/2024,2,South,HBI
1/10/2024,2,South,HBI
1/13/2024,1,South,HBI
1/21/2024,15,South,HBI
1/25/2024,22,South,HBI
1/28/2024,1,South,HBI
1/28/2024,3,South,HBI
1/28/2024,2,South,HBI
1/28/2024,2,South,HBI
1/28/2024,2,South,HBI
1/28/2024,2,South,HBI
1/28/2024,4,South,HBI
1/29/2024,1,South,HBI
1/9/2024,2,South,HBI
1/9/2024,2,South,HBI
1/9/2024,2,South,HBI
1/12/2024,5,South,HBI
1/26/2024,20,South,HBI
1/26/2024,5,South,HBI
1/26/2024,15,South,HBI
1/26/2024,4,South,HBI
1/26/2024,3,South,HBI
1/27/2024,5,South,HBI
1/27/2024,2,South,HBI
1/28/2024,5,South,HBI
1/8/2024,1,South,KCI
1/8/2024,1,South,KCI
1/8/2024,4,South,KCI
1/8/2024,1,South,KCI
1/8/2024,1,South,KCI
1/8/2024,1,South,KCI
1/8/2024,1,South,KCI
1/9/2024,1,South,KCI
1/9/2024,1,South,KCI
1/9/2024,1,South,KCI
1/9/2024,10,South,KCI
1/13/2024,5,South,KCI
1/13/2024,10,South,KCI
1/13/2024,1,South,KCI
1/14/2024,5,South,KCI
1/14/2024,5,South,KCI
1/14/2024,5,South,KCI
1/14/2024,1,South,KCI
1/14/2024,5,South,KCI
1/14/2024,5,South,KCI
1/15/2024,20,South,KCI
1/15/2024,20,South,KCI
1/15/2024,20,South,KCI
1/15/2024,10,South,KCI
1/15/2024,15,South,KCI
1/16/2024,7,South,KCI
1/17/2024,20,South,KCI
1/17/2024,16,South,KCI
1/17/2024,2,South,KCI
1/17/2024,1,South,KCI
1/18/2024,4,South,KCI
1/18/2024,1,South,KCI
1/18/2024,2,South,KCI
1/18/2024,1,South,KCI
1/19/2024,2,South,KCI
1/19/2024,2,South,KCI
1/19/2024,10,South,KCI
1/23/2024,5,South,KCI
1/23/2024,20,South,KCI
1/23/2024,20,South,KCI
1/23/2024,10,South,KCI
1/23/2024,5,South,KCI
1/23/2024,8,South,KCI
1/23/2024,8,South,KCI
1/23/2024,5,South,KCI
1/23/2024,5,South,KCI
1/24/2024,5,South,KCI
1/24/2024,5,South,KCI
1/24/2024,20,South,KCI
1/24/2024,5,South,KCI
1/24/2024,5,South,KCI
1/24/2024,5,South,KCI
1/24/2024,5,South,KCI
1/30/2024,5,South,KCI
1/30/2024,20,South,KCI
1/30/2024,10,South,KCI
1/30/2024,15,South,KCI
1/30/2024,5,South,KCI
1/31/2024,5,South,KCI
1/8/2024,2,South,KCI
1/8/2024,2,South,KCI
1/9/2024,1,South,KCI
1/9/2024,9,South,KCI
1/12/2024,15,South,KCI
1/12/2024,15,South,KCI
1/12/2024,20,South,KCI
1/12/2024,20,South,KCI
1/12/2024,15,South,KCI
1/12/2024,10,South,KCI
1/12/2024,15,South,KCI
1/12/2024,15,South,KCI
1/12/2024,20,South,KCI
1/12/2024,10,South,KCI
1/12/2024,10,South,KCI
1/12/2024,10,South,KCI
1/12/2024,15,South,KCI
1/13/2024,1,South,KCI
1/13/2024,10,South,KCI
