Invoice Quantity,City,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,snow_depth,pressure_msl,surface_pressure,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,wind_gusts_10m,Day,Month,Weekday,Year,temperature_2m_7day_avg,relative_humidity_2m_7day_avg,wind_speed_10m_7day_avg
150,Durgapur,32.18508295833333,64.35114800000001,24.04966625,37.87760729166667,0.0,0.0,0.0,0.0,1005.4416666666666,995.2652270833332,28.8000008225,1.25,12.291666666666666,67.66666666666667,5.446852080833334,10.6349072375,223.19644,227.78522541666663,13.664999854166666,30,5,1,2023,29.65829724404762,72.31990636309523,5.3343707671428575
75,Durgapur,36.11424958333333,39.900344,18.472583208333333,38.382222625,0.0,0.0,0.0,0.0,999.9125,989.9187858333332,21.525000541666667,0.0,11.541666666666666,48.66666666666666,9.2016333875,15.141658620833333,223.13215279166664,230.28061541666668,20.20499975,7,6,2,2023,32.99549964880953,65.41931363095237,13.937011269642856
90,Durgapur,35.21841625,54.331699625,22.54966633333333,39.659714375,0.0,0.0,0.0,0.0,999.2666666666668,989.250905,32.00000171,0.1666666666666666,8.208333333333334,89.75,9.498885433333331,13.764571775,153.53600233333333,152.16492395833333,22.169999333333333,8,6,3,2023,33.00085675595238,64.62792535714286,13.173294932738097
110,Durgapur,32.39966629166667,68.995656625,25.678832875,38.164188583333335,0.4083333333333334,0.4083333333333334,0.0,0.0,997.6708333333332,987.580595,42.100001166666665,4.791666666666667,15.875,94.20833333333331,10.843889958333332,16.015944520833333,134.15229745833332,137.64037954166665,23.024999270833334,12,6,0,2023,32.60353529761905,65.93138808333333,12.601722099404764
40,Durgapur,32.39966629166667,68.995656625,25.678832875,38.164188583333335,0.4083333333333334,0.4083333333333334,0.0,0.0,997.6708333333332,987.580595,42.100001166666665,4.791666666666667,15.875,94.20833333333331,10.843889958333332,16.015944520833333,134.15229745833332,137.64037954166665,23.024999270833334,12,6,0,2023,32.20621383928572,67.2348508095238,12.03014926607143
115,Durgapur,32.39966629166667,68.995656625,25.678832875,38.164188583333335,0.4083333333333334,0.4083333333333334,0.0,0.0,997.6708333333332,987.580595,42.100001166666665,4.791666666666667,15.875,94.20833333333331,10.843889958333332,16.015944520833333,134.15229745833332,137.64037954166665,23.024999270833334,12,6,0,2023,32.31246385119048,66.72915976785714,11.323622099404762
120,Durgapur,36.00799945833334,41.84547104166666,20.353833041666665,37.96763104166667,0.0083333333333333,0.0083333333333333,0.0,0.0,996.975,987.0079154166666,36.85000154166666,0.0,22.875,77.08333333333333,16.231565208333333,26.714126333333336,222.26737708333332,226.07153625,31.229999208333336,14,6,2,2023,32.927047196428575,62.21074277380952,11.67138848035714
120,Durgapur,31.65591620833333,72.53549391666667,25.7829995,36.666454625,0.0,0.0,0.0,0.0,1000.625,990.4801104166668,41.72083504166667,10.958333333333334,5.791666666666667,100.0,15.789580125,23.081200291666665,174.00191458333333,175.98550333333333,29.59499925,19,6,0,2023,33.72704717857143,59.64930078571428,12.897609407142856
120,Durgapur,31.65591620833333,72.53549391666667,25.7829995,36.666454625,0.0,0.0,0.0,0.0,1000.625,990.4801104166668,41.72083504166667,10.958333333333334,5.791666666666667,100.0,15.789580125,23.081200291666665,174.00191458333333,175.98550333333333,29.59499925,19,6,0,2023,33.11186858928571,62.75553386904762,14.502807244047618
120,Durgapur,31.70591604166667,73.47439,26.145499666666662,37.26740420833333,0.7291666666666666,0.7291666666666666,0.0,0.0,1000.6333333333332,990.4900841666666,41.012501,9.625,7.666666666666667,92.5,13.797200541666667,21.057600166666667,174.23638279166667,178.7441105833333,27.10499958333333,20,6,1,2023,32.90651139880953,63.901043964285705,15.63123592261905
150,Durgapur,31.70591604166667,73.47439,26.145499666666662,37.26740420833333,0.7291666666666666,0.7291666666666666,0.0,0.0,1000.6333333333332,990.4900841666666,41.012501,9.625,7.666666666666667,92.5,13.797200541666667,21.057600166666667,174.23638279166667,178.7441105833333,27.10499958333333,20,6,1,2023,31.677344708333333,72.93787795238094,14.935703160714286
150,Durgapur,30.26216608333333,77.75716820833334,25.722582916666667,36.53731666666666,0.0499999999999999,0.0499999999999999,0.0,0.0,1000.975,990.7804341666666,31.58750004166667,13.625,7.166666666666667,50.083333333333336,8.422986458333332,13.670198,103.80253295833334,107.407529875,17.549999625,23,6,4,2023,31.478237547619045,73.68383142261905,13.883332636904765
100,Durgapur,29.843416583333333,77.28749487500001,25.235082916666663,35.000206416666664,0.1083333333333333,0.1083333333333333,0.0,0.0,999.8208333333332,989.6240583333332,67.48333370833333,43.5,18.20833333333333,91.5,13.084346983333331,18.956708375,81.07720166666667,81.75523,25.33499989583333,24,6,5,2023,31.21930902976191,74.36268870238095,13.49687075952381
200,Durgapur,26.685083083333332,92.316449,25.299666291666668,32.293821666666666,1.2666666666666668,1.2666666666666668,0.0,0.0,1005.7875,995.4228895833334,64.32500041666667,32.333333333333336,14.458333333333334,99.54166666666669,9.5794270125,16.329702666666666,158.00079395833333,168.03425416666667,22.33499927083333,23,9,5,2023,27.994606779761902,86.49708536904761,8.12905711279762
120,Durgapur,26.79549958333333,90.77177320833331,25.070499666666667,32.843921125,0.0625,0.0625,0.0,0.0,1005.8708333333334,995.5089958333332,54.96666737499999,38.333333333333336,6.041666666666667,82.29166666666667,5.0686865333333335,8.460113758333334,120.73330504166668,134.70301016666667,13.004999575,25,9,0,2023,27.528832952380952,88.33547052976189,8.351215990535716
100,Durgapur,27.845499666666665,89.38019691666666,25.82674954166667,34.44649866666666,0.2249999999999999,0.2249999999999999,0.0,0.0,1006.2125,995.8830208333334,52.687500166666666,36.208333333333336,6.125,68.75,5.660101004166666,8.818338875,198.46943416666667,193.089179375,13.094999783333334,26,9,1,2023,27.518416321428568,89.9615588154762,6.303360087321429
65,Durgapur,23.585083041666664,70.3437615,17.46633275,25.36361520833333,0.0,0.0,0.0,0.0,1015.1083333333332,1004.5376683333334,17.075000566666667,0.0,12.958333333333334,31.0,6.530554925,13.269701320833336,158.225049375,46.79195197916667,12.644999583333332,30,11,3,2023,23.345797279761904,72.71314992857143,6.691100239285714
50,Durgapur,23.585083041666664,70.3437615,17.46633275,25.36361520833333,0.0,0.0,0.0,0.0,1015.1083333333332,1004.5376683333334,17.075000566666667,0.0,12.958333333333334,31.0,6.530554925,13.269701320833336,158.225049375,46.79195197916667,12.644999583333332,30,11,3,2023,23.40561872023809,72.12080282142857,6.650963910714286
210,Durgapur,21.635083,68.96190204166668,15.216333666666666,22.601770583333334,0.0,0.0,0.0,0.0,1014.6375,1004.0021958333332,21.262501055833333,0.0,0.3333333333333333,70.20833333333333,5.480852702916667,9.046029354166668,212.3101939375,179.34240520833336,10.439999854166668,27,11,0,2023,23.186868726190475,71.33104722023809,6.460870121845239
200,Durgapur,21.635083,68.96190204166668,15.216333666666666,22.601770583333334,0.0,0.0,0.0,0.0,1014.6375,1004.0021958333332,21.262501055833333,0.0,0.3333333333333333,70.20833333333333,5.480852702916667,9.046029354166668,212.3101939375,179.34240520833336,10.439999854166668,27,11,0,2023,22.96811873214286,70.54129161904761,6.27077633297619
200,Durgapur,17.285083375,70.93705395833334,11.418416916666668,16.812579145833336,0.0,0.0,0.0,0.0,1017.3708333333334,1006.5473616666668,18.95000070833333,0.0,0.0,63.16666666666666,6.647299941666667,11.761166933333334,283.76275891666666,203.03261619166665,12.104999975,14,12,3,2023,17.285083375,70.93705395833334,6.647299941666667
200,Durgapur,17.285083375,70.93705395833334,11.418416916666668,16.812579145833336,0.0,0.0,0.0,0.0,1017.3708333333334,1006.5473616666668,18.95000070833333,0.0,0.0,63.16666666666666,6.647299941666667,11.761166933333334,283.76275891666666,203.03261619166665,12.104999975,14,12,3,2023,17.285083375,70.93705395833334,6.647299941666667
200,Durgapur,17.285083375,70.93705395833334,11.418416916666668,16.812579145833336,0.0,0.0,0.0,0.0,1017.3708333333334,1006.5473616666668,18.95000070833333,0.0,0.0,63.16666666666666,6.647299941666667,11.761166933333334,283.76275891666666,203.03261619166665,12.104999975,14,12,3,2023,17.285083375,70.93705395833334,6.647299941666667
200,Durgapur,17.285083375,70.93705395833334,11.418416916666668,16.812579145833336,0.0,0.0,0.0,0.0,1017.3708333333334,1006.5473616666668,18.95000070833333,0.0,0.0,63.16666666666666,6.647299941666667,11.761166933333334,283.76275891666666,203.03261619166665,12.104999975,14,12,3,2023,17.285083375,70.93705395833334,6.647299941666667
50,Durgapur,17.285083375,70.93705395833334,11.418416916666668,16.812579145833336,0.0,0.0,0.0,0.0,1017.3708333333334,1006.5473616666668,18.95000070833333,0.0,0.0,63.16666666666666,6.647299941666667,11.761166933333334,283.76275891666666,203.03261619166665,12.104999975,14,12,3,2023,17.285083375,70.93705395833334,6.647299941666667
200,Durgapur,17.285083375,70.93705395833334,11.418416916666668,16.812579145833336,0.0,0.0,0.0,0.0,1017.3708333333334,1006.5473616666668,18.95000070833333,0.0,0.0,63.16666666666666,6.647299941666667,11.761166933333334,283.76275891666666,203.03261619166665,12.104999975,14,12,3,2023,17.285083375,70.93705395833334,6.647299941666667
120,Durgapur,16.820499916666666,73.06124966666667,11.4767505,16.2412816875,0.0,0.0,0.0,0.0,1017.2375,1006.3981725,0.0499999999999999,0.0,0.0,0.1666666666666666,7.54530115,12.853988520833331,285.44511179166665,268.8326991375,13.829999729166667,15,12,4,2023,16.820499916666666,73.06124966666667,7.54530115
80,Durgapur,16.820499916666666,73.06124966666667,11.4767505,16.2412816875,0.0,0.0,0.0,0.0,1017.2375,1006.3981725,0.0499999999999999,0.0,0.0,0.1666666666666666,7.54530115,12.853988520833331,285.44511179166665,268.8326991375,13.829999729166667,15,12,4,2023,16.820499916666666,73.06124966666667,7.54530115
40,Durgapur,16.820499916666666,73.06124966666667,11.4767505,16.2412816875,0.0,0.0,0.0,0.0,1017.2375,1006.3981725,0.0499999999999999,0.0,0.0,0.1666666666666666,7.54530115,12.853988520833331,285.44511179166665,268.8326991375,13.829999729166667,15,12,4,2023,16.820499916666666,73.06124966666667,7.54530115
120,Durgapur,16.820499916666666,73.06124966666667,11.4767505,16.2412816875,0.0,0.0,0.0,0.0,1017.2375,1006.3981725,0.0499999999999999,0.0,0.0,0.1666666666666666,7.54530115,12.853988520833331,285.44511179166665,268.8326991375,13.829999729166667,15,12,4,2023,16.820499916666666,73.06124966666667,7.54530115
40,Durgapur,16.820499916666666,73.06124966666667,11.4767505,16.2412816875,0.0,0.0,0.0,0.0,1017.2375,1006.3981725,0.0499999999999999,0.0,0.0,0.1666666666666666,7.54530115,12.853988520833331,285.44511179166665,268.8326991375,13.829999729166667,15,12,4,2023,16.820499916666666,73.06124966666667,7.54530115
60,Durgapur,16.820499916666666,73.06124966666667,11.4767505,16.2412816875,0.0,0.0,0.0,0.0,1017.2375,1006.3981725,0.0499999999999999,0.0,0.0,0.1666666666666666,7.54530115,12.853988520833331,285.44511179166665,268.8326991375,13.829999729166667,15,12,4,2023,16.820499916666666,73.06124966666667,7.54530115
60,Durgapur,16.820499916666666,73.06124966666667,11.4767505,16.2412816875,0.0,0.0,0.0,0.0,1017.2375,1006.3981725,0.0499999999999999,0.0,0.0,0.1666666666666666,7.54530115,12.853988520833331,285.44511179166665,268.8326991375,13.829999729166667,15,12,4,2023,16.820499916666666,73.06124966666667,7.54530115
150,Durgapur,16.820499916666666,73.06124966666667,11.4767505,16.2412816875,0.0,0.0,0.0,0.0,1017.2375,1006.3981725,0.0499999999999999,0.0,0.0,0.1666666666666666,7.54530115,12.853988520833331,285.44511179166665,268.8326991375,13.829999729166667,15,12,4,2023,16.820499916666666,73.06124966666667,7.54530115
60,Durgapur,16.820499916666666,73.06124966666667,11.4767505,16.2412816875,0.0,0.0,0.0,0.0,1017.2375,1006.3981725,0.0499999999999999,0.0,0.0,0.1666666666666666,7.54530115,12.853988520833331,285.44511179166665,268.8326991375,13.829999729166667,15,12,4,2023,16.820499916666666,73.06124966666667,7.54530115
60,Durgapur,16.820499916666666,73.06124966666667,11.4767505,16.2412816875,0.0,0.0,0.0,0.0,1017.2375,1006.3981725,0.0499999999999999,0.0,0.0,0.1666666666666666,7.54530115,12.853988520833331,285.44511179166665,268.8326991375,13.829999729166667,15,12,4,2023,16.820499916666666,73.06124966666667,7.54530115
40,Durgapur,16.820499916666666,73.06124966666667,11.4767505,16.2412816875,0.0,0.0,0.0,0.0,1017.2375,1006.3981725,0.0499999999999999,0.0,0.0,0.1666666666666666,7.54530115,12.853988520833331,285.44511179166665,268.8326991375,13.829999729166667,15,12,4,2023,16.820499916666666,73.06124966666667,7.54530115
120,Durgapur,16.968416625,71.73725625,11.320500541666666,16.405591125,0.0,0.0,0.0,0.0,1016.1875,1005.36472125,0.0,0.0,0.0,0.0,7.110799449999999,12.9857284375,310.21033,323.5440725,13.544999791666667,16,12,5,2023,16.841630875,72.87210775000001,7.483229478571429
120,Durgapur,16.968416625,71.73725625,11.320500541666666,16.405591125,0.0,0.0,0.0,0.0,1016.1875,1005.36472125,0.0,0.0,0.0,0.0,7.110799449999999,12.9857284375,310.21033,323.5440725,13.544999791666667,16,12,5,2023,16.862761833333334,72.68296583333333,7.421157807142856
200,Durgapur,16.968416625,71.73725625,11.320500541666666,16.405591125,0.0,0.0,0.0,0.0,1016.1875,1005.36472125,0.0,0.0,0.0,0.0,7.110799449999999,12.9857284375,310.21033,323.5440725,13.544999791666667,16,12,5,2023,16.90502375,72.304682,7.297014464285714
95,Durgapur,16.968416625,71.73725625,11.320500541666666,16.405591125,0.0,0.0,0.0,0.0,1016.1875,1005.36472125,0.0,0.0,0.0,0.0,7.110799449999999,12.9857284375,310.21033,323.5440725,13.544999791666667,16,12,5,2023,16.926154708333335,72.11554008333334,7.234942792857142
200,Durgapur,16.968416625,71.73725625,11.320500541666666,16.405591125,0.0,0.0,0.0,0.0,1016.1875,1005.36472125,0.0,0.0,0.0,0.0,7.110799449999999,12.9857284375,310.21033,323.5440725,13.544999791666667,16,12,5,2023,16.947285666666666,71.92639816666666,7.172871121428571
50,Durgapur,16.968416625,71.73725625,11.320500541666666,16.405591125,0.0,0.0,0.0,0.0,1016.1875,1005.36472125,0.0,0.0,0.0,0.0,7.110799449999999,12.9857284375,310.21033,323.5440725,13.544999791666667,16,12,5,2023,16.968416625,71.73725625,7.110799449999999
120,Durgapur,16.787166833333334,69.2881695,10.751750416666669,15.922880416666668,0.0,0.0,0.0,0.0,1017.3125,1006.4714,9.2375004125,0.0,0.0,30.791666666666668,7.9334360625,15.5496825625,315.49709041666665,325.9956975,14.5649994375,18,12,0,2023,16.949666648809522,70.89995376190475,7.096337338095237
60,Durgapur,16.787166833333334,69.2881695,10.751750416666669,15.922880416666668,0.0,0.0,0.0,0.0,1017.3125,1006.4714,9.2375004125,0.0,0.0,30.791666666666668,7.9334360625,15.5496825625,315.49709041666665,325.9956975,14.5649994375,18,12,0,2023,16.923773821428572,70.55008422619048,7.213856854166665
80,Durgapur,16.787166833333334,69.2881695,10.751750416666669,15.922880416666668,0.0,0.0,0.0,0.0,1017.3125,1006.4714,9.2375004125,0.0,0.0,30.791666666666668,7.9334360625,15.5496825625,315.49709041666665,325.9956975,14.5649994375,18,12,0,2023,16.871988166666668,69.85034515476191,7.448895886309523
40,Durgapur,17.482999791666668,70.81393745833333,11.764250375,16.885976875,0.0,0.0,0.0,0.0,1015.9416666666666,1005.1414416666668,17.975000670833335,0.0,0.0,59.91666666666666,8.1758508125,15.572081770833334,333.21514375,239.8471964375,14.909999583333333,21,12,3,2023,17.36157136309524,69.57800495833332,8.82286600892857
70,Durgapur,17.482999791666668,70.81393745833333,11.764250375,16.885976875,0.0,0.0,0.0,0.0,1015.9416666666666,1005.1414416666668,17.975000670833335,0.0,0.0,59.91666666666666,8.1758508125,15.572081770833334,333.21514375,239.8471964375,14.909999583333333,21,12,3,2023,17.402047505952382,69.98998245833333,8.607194276785714
150,Durgapur,18.641333041666662,76.189219625,14.00175025,18.967338458333334,0.0,0.0,0.0,0.0,1016.2166666666668,1005.4560133333332,26.88750016666667,11.583333333333334,0.125,54.625,6.8899733875,13.044791904166669,256.4862365833333,167.01550658333332,12.929999416666666,22,12,4,2023,17.648475970238096,71.58183491071428,7.992154037500001
75,Durgapur,18.641333041666662,76.189219625,14.00175025,18.967338458333334,0.0,0.0,0.0,0.0,1016.2166666666668,1005.4560133333332,26.88750016666667,11.583333333333334,0.125,54.625,6.8899733875,13.044791904166669,256.4862365833333,167.01550658333332,12.929999416666666,22,12,4,2023,17.813952148809523,72.34973236309524,7.8084572625
135,Durgapur,19.149666541666665,79.09554941666666,15.068416791666666,19.87253308333333,0.0,0.0,0.0,0.0,1017.9166666666666,1007.1566591666666,34.3958340375,19.291666666666668,4.625,53.375,6.7300154958333325,12.7838886875,216.45671298750003,113.65760748333332,12.404999791666668,23,12,5,2023,18.931809327380957,77.84997950595239,6.798568877976189
120,Durgapur,18.95799995833333,75.802872,14.12050025,19.38115695833333,0.0,0.0,0.0,0.0,1018.225,1007.4542133333332,4.724999975,4.5,1.125,0.0,6.580449837500001,9.931323395833331,257.03684700416665,142.36211929583334,11.354999979166664,26,12,1,2023,19.039249916666662,77.3790839940476,6.563308938690477
80,Durgapur,18.95799995833333,75.802872,14.12050025,19.38115695833333,0.0,0.0,0.0,0.0,1018.225,1007.4542133333332,4.724999975,4.5,1.125,0.0,6.580449837500001,9.931323395833331,257.03684700416665,142.36211929583334,11.354999979166664,26,12,1,2023,19.011868976190478,76.90870150595238,6.541942416071429
120,Durgapur,18.95799995833333,75.802872,14.12050025,19.38115695833333,0.0,0.0,0.0,0.0,1018.225,1007.4542133333332,4.724999975,4.5,1.125,0.0,6.580449837500001,9.931323395833331,257.03684700416665,142.36211929583334,11.354999979166664,26,12,1,2023,18.98448803571429,76.43831901785714,6.5205758934523805
120,Durgapur,18.95799995833333,75.802872,14.12050025,19.38115695833333,0.0,0.0,0.0,0.0,1018.225,1007.4542133333332,4.724999975,4.5,1.125,0.0,6.580449837500001,9.931323395833331,257.03684700416665,142.36211929583334,11.354999979166664,26,12,1,2023,18.95799995833333,75.802872,6.580449837500001
80,Durgapur,18.95799995833333,75.802872,14.12050025,19.38115695833333,0.0,0.0,0.0,0.0,1018.225,1007.4542133333332,4.724999975,4.5,1.125,0.0,6.580449837500001,9.931323395833331,257.03684700416665,142.36211929583334,11.354999979166664,26,12,1,2023,18.95799995833333,75.802872,6.580449837500001
100,Durgapur,19.430916541666665,76.68984945833334,14.755916833333332,20.106290625,0.0,0.0,0.0,0.0,1018.0833333333334,1007.3315641666668,6.387500008333333,4.375,4.083333333333333,0.0,6.4556116333333335,9.597942166666668,311.71050145833334,217.20970069166663,11.8799997,27,12,2,2023,19.16067849404762,76.18300519642857,6.526947750000001
50,Durgapur,19.430916541666665,76.68984945833334,14.755916833333332,20.106290625,0.0,0.0,0.0,0.0,1018.0833333333334,1007.3315641666668,6.387500008333333,4.375,4.083333333333333,0.0,6.4556116333333335,9.597942166666668,311.71050145833334,217.20970069166663,11.8799997,27,12,2,2023,19.22823800595238,76.30971626190477,6.509113720833335
